,InitialCont,ClusteringPer,ClusterSize,Time_CE_H,Total_CE_H_Dieoff,PH4d,PH4h,PHInt,HTrad,RTrad,FPTrad,"
                            #Sampling Factors
                            ""SampleSize"",
                            ""SamplesPSublot"",
                            ""NumberGrabs"",
                            Harvest Wash Red",Time_H_PC,Temp_H_PC,Time Precooling,Temp Precooling,Pre_cooling,Time_Storage_R,Temp_Storage_R,WashingYN,TotalCFUFP,PH4Int,Harvest Wash Red
76,4540.0,4.0,1000.0,6.648443136953102,-4.978803120380272,True,True,,True,True,True,,2.8675459839521196,15.510367546718559,0.49494423079380867,3.026232792903608,True,5.51177555999622,5.8114158312747275,True,0.0,True,1.2475725766963206
77,45400.0,3.0,10000.0,5.1109638643370925,-4.8814362006306515,True,True,,True,True,True,,2.113869926237344,15.700431161346796,0.5518079343441205,3.1826612186258676,False,5.049815214295155,4.030400868737615,False,0.0,True,1.3228037947538955
78,4540000.0,2.0,10000.0,6.422849149416819,-5.491463467646371,True,True,,True,True,True,,3.1477091666965196,15.737551786368709,0.5796934914586191,3.2827373048247757,False,5.7320376992657485,5.522936342012149,True,0.0,True,1.3340691966648692
79,454000.0,1.0,100000.0,4.36213149815603,-3.900644067756634,True,True,,True,True,True,,3.2540290074569125,16.38950642191628,0.47210608440187174,3.131621129443613,False,5.286262714270697,5.678507215634442,False,0.0,True,1.2217759463502618
80,454000.0,1.0,100000.0,3.8583445240172254,-3.478626168534928,True,True,,True,True,True,,2.4347738537421444,15.178835011648536,0.47621298126410977,3.9036807940383667,True,5.297833422389633,5.6704655880608925,False,0.0,True,1.2353982033854018
81,4540000.0,1.0,100000.0,4.071807735223611,-3.3606632644313805,True,True,,True,True,True,,2.221079588718905,15.26728141160063,0.499649457630292,3.318896608420953,True,6.466578516489251,4.758048188471283,False,90.0,True,1.25571080676882
82,454000000.0,1.0,10000.0,2.3974432910984844,-1.3484180457171984,True,True,,True,True,True,,2.6453511400712038,16.25073756829076,0.422478042487182,3.646471306917334,False,5.65043637116408,5.10104899319747,True,0.0,True,1.1454631921795777
83,4540.0,4.0,100.0,3.022647922305488,-2.226993404880989,True,True,,True,True,True,,2.220347619285558,15.258230504018423,0.415526270038193,3.192023477693257,False,6.5543356407163,4.61030174408647,True,0.0,True,1.148579790337589
84,45400.0,4.0,100.0,3.799812501097779,-2.2109562044911004,True,True,,True,True,True,,2.2768671013037833,15.601708202999866,0.4060991840369452,3.6458654928308154,False,5.406962043247404,4.766627563036235,True,0.0,True,1.2455315598148575
85,45400000.0,2.0,1000.0,5.714774787164615,-5.163726374043199,True,True,,True,True,True,,2.3000952522972096,15.300064178456731,0.4209944340609799,3.433933984414315,False,6.832621549810048,4.8232330582576575,False,0.0,True,1.1971793831928732
86,454000.0,2.0,100.0,3.632827133826522,-2.5922686688752288,True,True,,True,True,True,,2.531862359656113,15.223589769782816,0.4298892567900916,3.5096689864356265,False,5.501429394658696,5.606492286797515,False,142.0,True,1.2309887360288483
87,45400.0,1.0,100000.0,5.466506345461924,-2.87620625625051,True,True,,True,True,True,,3.4235458343460428,15.654078945455652,0.4506743703382057,3.2013560683079403,False,5.707508010372974,4.910962768885261,False,0.0,True,1.2190446255644218
88,454000000.0,3.0,1000.0,3.8422572816824294,-3.649798676773815,True,True,,True,True,True,,2.9699857982008155,15.323747259656983,0.4765170584589415,3.8959655801157784,False,6.9256194284345565,5.250244999078949,False,0.0,True,1.1339584231687065
89,4540000.0,1.0,100000.0,4.152519578337678,-3.236756097340923,True,True,,True,True,True,,2.558891843379075,16.100445725115726,0.5349027545901376,3.1529517326211263,True,5.264634128621184,5.3790791827337445,False,25.0,True,1.3367152821874255
90,45400000.0,4.0,100.0,4.76316827519449,-3.2392915880713873,True,True,,True,True,True,,2.2492872781012134,15.19290798155556,0.5628392499259318,3.51393130326451,False,5.763345315102868,4.058662810742395,True,231.0,True,1.1863954318938865
91,4540.0,3.0,1000.0,4.195950423837399,-2.8673784472050223,True,True,,True,True,True,,2.7532323575122994,16.966166459363116,0.4271817891189953,3.9632316337107927,False,6.095693488884811,5.97814022849223,True,0.0,True,1.1090823522877873
92,454000000.0,1.0,100.0,5.551872121906763,-4.521323154775135,True,True,,True,True,True,,2.8401689268574675,15.205858793388789,0.49102155917761225,3.880323934056694,False,6.9363404837103975,5.815010747334372,False,0.0,True,1.211382680587906
