,InitialCont,ClusterSize,Time_CE_H,Total_CE_H_Dieoff,Time_H_PC,Temp_H_PC,Time Precooling,Temp Precooling,Pre_cooling,Time_Storage_R,Temp_Storage_R,PreWashRed,PreWashYN,WashingYN,ChSpray_eff,Tr_Sh_P,Tr_P_Sh,Sh_Compliance,Sh_San_freq,Sh_San_Eff,Tr_Cv_P,Tr_P_Cv,Cv_Compliance,Cv_San_freq,Cv_San_Eff,Tr_St_P,Tr_P_St,St_Compliance,St_San_freq,St_San_Eff,Tr_C_P,Tr_P_C,C_Compliance,C_San_freq,C_San_Eff,Time_PostPStorage,Temperature_ColdStoragePostFP,Trasnportation_TimeFP_C,Transportation_TempFP_C,Time_Cust_Sto,Temp_Cust_Sto,TotalCFUFP,PropCont
235,100000.0,10000.0,6.509637393606409,-6.7635268941087245,2.15537274839382,16.85541474412124,0.47482172739691325,3.6253794054019375,False,6.6765218626863705,4.175848614818645,1.2881745367634434,True,False,1.2881745367634434,0.2104583407538768,0.002006843667368335,0.5,5000.0,-3.0,0.21679625851522402,0.00420451955384493,0.5,2500.0,-4.0,0.20427690206922952,0.0010770571899122615,1.0,2500.0,-4.0,0.26554208386105327,0.0013130616068573661,0.0,7500.0,-3.0,24.0,4.21290241039776,63.57,3.4498699080807778,24.0,4.0,0.0,0.0
236,100000.0,10000.0,1.57851388388211,-1.475192587255823,2.2307452066158033,16.657533507900574,0.470225557172919,3.8531017077891185,True,6.9412691462753795,5.4273639284334365,1.391858966692934,True,True,1.391858966692934,0.22190132611913926,0.0041791208147707246,0.75,2500.0,-2.0,0.19429239926157993,0.002606703068032597,0.75,2500.0,-3.0,0.07153710654069267,0.0004536793172773167,1.0,5000.0,-4.0,0.2654823919913871,0.013176353598792954,0.5,7500.0,-1.0,24.0,4.431912101763324,63.57,3.3759899543781255,24.0,4.0,12.0,0.0006
237,100000.0,100000.0,7.375401748370728,-5.545161846911299,2.0279154684922625,16.637568721817907,0.4321240331485826,3.979622543137306,False,6.1644441741881915,5.0542512991115895,1.1859389067213735,True,True,1.1859389067213735,0.1897412526433061,0.0019320659678590396,0.75,2500.0,-4.0,0.1894305594068189,0.006790968331371004,0.5,7500.0,-1.0,0.20789978178832147,0.0026961593350159846,0.75,5000.0,-2.0,0.25245470166842965,0.009225552952820758,0.75,7500.0,-1.0,24.0,4.3282006999745155,63.57,4.097948186995719,24.0,4.0,0.0,0.0
238,100000.0,10000.0,1.4459709905561293,-1.2593068806731469,3.414805205154277,16.894122039009076,0.5875865284421716,3.9647470633909605,True,5.12530316668338,4.114274840342047,1.1954968279919254,False,False,1.1954968279919254,0.25530770116949053,0.0051209833659875675,0.5,7500.0,-1.0,0.19507077605445297,0.00958807001347164,0.75,7500.0,-2.0,0.18425340465352136,0.0025068933555908463,0.5,2500.0,-3.0,0.2928832080687842,0.0018715586934153327,0.0,7500.0,-3.0,24.0,5.158906902061023,63.57,5.056357351136763,24.0,4.0,8465.0,0.1037
239,100000.0,100000.0,3.14874574814054,-2.371495835852478,2.6938552410828454,16.54065400692768,0.5176589865506899,3.524202812342465,False,6.065605789854337,4.98237099898401,1.1467294347557808,False,True,1.1467294347557808,0.2580470253784143,0.0022980347632505426,0.75,2500.0,-3.0,0.1591298033192198,0.008952921721870864,0.75,2500.0,-4.0,0.2800007597591156,0.0023901362576330756,0.0,2500.0,-4.0,0.27331482212042457,0.007419807599174251,0.0,2500.0,-1.0,24.0,5.58769873482551,63.57,3.7206988948961017,24.0,4.0,66.0,0.0024
240,100000.0,100000.0,3.0646711542486864,-1.8720862429741583,3.5674656798962534,15.487825509709094,0.4663969907681782,3.7927918905183944,False,6.453471747300381,5.942013001391832,1.2549356716596987,True,True,1.2549356716596987,0.24065836630020776,0.0037518634979299714,0.75,7500.0,-2.0,0.18252438508626936,0.0037536153412962127,1.0,2500.0,-4.0,0.13514477637323322,0.0011032816519712797,0.25,5000.0,-3.0,0.2721854359971981,0.0012178372411421477,0.25,5000.0,-3.0,24.0,5.203187567599299,63.57,4.834488061571901,24.0,4.0,3.0,5e-05
241,100000.0,10000.0,4.489774584910679,-3.1719796082236726,2.330479979388429,15.003025290591411,0.5457730364020104,3.8421489832591993,True,5.00078719424035,5.276750805428806,1.3081903655130025,True,True,1.3081903655130025,0.22431105631048953,0.003400373244946563,0.0,2500.0,-3.0,0.1701263626774922,0.006068289359494642,1.0,2500.0,-3.0,0.2821181191079554,0.0007352490543556544,0.5,7500.0,-1.0,0.25129578963945465,0.012393341815082608,0.5,7500.0,-1.0,24.0,5.897929001141239,63.57,1.704885626094006,24.0,4.0,0.0,0.0
242,100000.0,1000.0,4.823518695269452,-4.0038256379941926,3.2951480372406428,16.15945831084969,0.4673615147580968,3.107486998505939,False,6.251470783781916,5.679684298352536,1.1198734800956445,False,False,1.1198734800956445,0.21259030618532054,0.0009098313244771192,0.75,7500.0,-1.0,0.15776694150629503,0.011830639755733568,0.75,7500.0,-4.0,0.11324194376829858,0.0024819844596986945,0.75,5000.0,-2.0,0.2566582307824682,0.01235810353545589,0.5,7500.0,-3.0,24.0,5.943267744153631,63.57,4.970154658905152,24.0,4.0,10.0,0.0004
243,100000.0,1000.0,2.577660143321299,-2.153415305899429,3.213797788204707,15.692058020211732,0.4808559970909269,3.445862338396118,False,6.465327804885954,4.635247114792123,1.3815171155570372,True,False,1.3815171155570372,0.2671914534351443,0.0017935645540480118,0.25,5000.0,-3.0,0.16998763688915294,0.0016720207345154636,1.0,5000.0,-3.0,0.1348019475773711,0.002997606896262814,0.5,5000.0,-2.0,0.25309493929265314,0.011576262269889144,0.5,2500.0,-1.0,24.0,4.4924748310841505,63.57,2.983700240520744,24.0,4.0,7.0,0.00035
244,100000.0,1000.0,3.0498664312648414,-1.4104922685706198,2.4980148088390886,15.792693495315357,0.41447875003193385,3.217644722464412,False,6.980968575826718,5.262076084738873,1.1357397383492693,True,True,1.1357397383492693,0.22826988996155956,0.0009053053175552106,0.5,5000.0,-1.0,0.20494320837277374,0.0022412966470873852,1.0,7500.0,-2.0,0.24574399354784368,0.0025995262705188083,0.5,2500.0,-2.0,0.296098533377151,0.008345031791329442,0.0,2500.0,-2.0,24.0,5.198813883170098,63.57,3.960090196462692,24.0,4.0,60.0,0.0023
