,InitialCont,ClusterSize,Time_CE_H,Time_H_PC,Temp_H_PC,Time_Precooling,Temp_Precooling,Pre_cooling,Time_Storage_R,Temp_Storage_R,ChSpray_eff,Tr_Sh_P,Tr_P_Sh,Sh_Compliance,Sh_San_freq,Sh_San_Eff,Tr_Cv_P,Tr_P_Cv,Cv_Compliance,Cv_San_freq,Cv_San_Eff,Tr_St_P,Tr_P_St,St_Compliance,St_San_freq,St_San_Eff,Tr_C_P,Tr_P_C,C_Compliance,C_San_freq,C_San_Eff,Time_PostPStorage,Temperature_ColdStoragePostFP,Trasnportation_TimeFP_C,Transportation_TempFP_C,Time_Cust_Sto,Temp_Cust_Sto,TotalCFUFP,PropCont
0,100000.0,1000.0,4.200267394365018,3.430378732744839,16.20552675214329,0.0,3.5448831829968968,True,0.0,4.84730959867781,0.0,0.2477667998409709,0.004565667218377986,0.0,0.0,0.0,0.17837652532524256,0.009178594576398632,0.0,0.0,0.0,0.22710969978715587,0.0015081496259358937,0.0,0.0,0.0,0.2945698101935367,0.001988254671492666,0.0,0.0,0.0,24.0,4.174258599403082,63.57,0.6965928068590841,24.0,4.0,1.0,5e-05
1,100000.0,10000.0,3.653040398145409,2.0002287496346898,15.604665145263679,0.4293511781634226,3.0923385947687976,True,0.0,4.372520422755342,1.359316817639177,0.21346159489762495,0.0023567620405640565,0.5,2500.0,-4.0,0.18052428724624162,0.004448029257911459,0.5,2500.0,-4.0,0.23175221379049438,0.000565758093178642,0.0,7500.0,-2.0,0.2798521253004257,0.009663949124348876,0.25,5000.0,-1.0,24.0,5.789213327007695,63.57,1.4286570872237572,24.0,4.0,2.0,0.0001
2,100000.0,10000.0,3.7352157726889246,3.0993249557574183,15.870644785236554,0.48407356041749783,3.3303348210038743,True,0.0,4.409297268075685,1.1093334434580409,0.19578785995968132,0.0029288454454203827,0.75,7500.0,-1.0,0.1859857608992982,0.00842325785609413,0.5,5000.0,-3.0,0.27142007101236704,0.0004261357619123969,1.0,7500.0,-3.0,0.26035095073937575,0.0025428641576425086,0.5,2500.0,-1.0,24.0,5.193490617957192,63.57,2.3290100932588635,24.0,4.0,0.0,0.0
3,100000.0,1000.0,4.208632553073551,2.581809477825889,16.021655210395327,0.578589390869531,3.896293088933438,True,0.0,4.251170620927672,1.3549332161425176,0.20778919024265985,0.003018180039223745,0.25,7500.0,-3.0,0.18230889481759677,0.010853798059168314,0.25,7500.0,-2.0,0.20804507152259977,0.0008483335205920089,0.0,7500.0,-4.0,0.25240483794004953,0.0064249274617636035,0.0,5000.0,-1.0,24.0,4.443915767864363,63.57,3.0514439502202184,24.0,4.0,0.0,0.0
4,100000.0,100000.0,6.972846091589801,3.9453687199297685,16.429631987348728,0.5395457649194542,3.2160894955803765,True,0.0,5.952548909552483,1.29700360970326,0.1908040315231824,0.0038741036560438406,0.75,2500.0,-4.0,0.17868290448083393,0.009413661569003317,0.0,7500.0,-3.0,0.2669397954048142,0.00020827005759191985,0.5,2500.0,-1.0,0.26779308708962235,0.0054050619989596555,0.0,7500.0,-2.0,24.0,4.335944367436808,63.57,4.211302711503939,24.0,4.0,0.0,0.0
5,100000.0,1000.0,2.6652920055543,2.4134383106788526,16.837221815875843,0.4976822377589658,3.611743862902646,True,0.0,5.531815712960631,1.4134636302238555,0.1900176930754848,0.001034321908853618,0.0,2500.0,-2.0,0.16823323126043674,0.01031526297330932,1.0,7500.0,-2.0,0.1850320776774369,0.0016753967363233478,0.25,5000.0,-3.0,0.28070814995316057,0.000900787876534754,0.5,2500.0,-1.0,24.0,4.288328601306841,63.57,1.9936671409316107,24.0,4.0,0.0,0.0
6,100000.0,100000.0,6.148385797730006,3.6424582461156634,15.0833932514505,0.4215313359871936,3.5950520642062402,True,0.0,5.059634724385643,1.2195127299084239,0.2198018816663051,0.00240943435186406,0.0,7500.0,-1.0,0.1724412336443451,0.003662090794159305,0.5,5000.0,-3.0,0.275097494627227,0.0023360719621707965,1.0,5000.0,-3.0,0.25175093142508514,0.004641443401214898,0.75,5000.0,-1.0,24.0,5.1519047040466095,63.57,1.4269514298018693,24.0,4.0,0.0,0.0
7,100000.0,10000.0,1.5626468762860755,2.876818462881787,16.446930355661884,0.5955979023993205,3.5384958704104337,True,0.0,5.002240927319876,1.3807707652064414,0.21070982759384543,0.003118205587695018,1.0,2500.0,-4.0,0.18980273496207103,0.007977848174439396,1.0,2500.0,-4.0,0.2816080266863771,0.0008055081639329366,0.0,5000.0,-1.0,0.28818584579045653,0.0031122397596739914,1.0,7500.0,-2.0,24.0,4.897651590755769,63.57,3.0383531017172456,24.0,4.0,3.0,0.00015
8,100000.0,1000.0,5.987474444718309,3.73838908042784,16.0617113831112,0.44654566559545816,3.01139880427743,True,0.0,4.860937636584981,1.4486746386155356,0.20923674145224136,0.0027312435054142217,0.5,7500.0,-3.0,0.1873673456349262,0.006059751544381852,0.75,2500.0,-2.0,0.19275266326128224,0.0007178937233718089,0.5,7500.0,-3.0,0.27782647598433696,0.004157336262835596,0.25,2500.0,-4.0,24.0,4.78726982988721,63.57,4.883639869292898,24.0,4.0,0.0,0.0
9,100000.0,1000.0,0.5761709159115883,2.991546586268292,15.267659057918554,0.4284222170909077,3.2185586756260784,True,0.0,4.837016361020905,1.280674853173546,0.20073327901624693,0.0014865350959709154,0.0,2500.0,-3.0,0.19274275349757397,0.012046563680525414,0.5,2500.0,-1.0,0.2846336198032711,0.001468725058708066,0.0,5000.0,-4.0,0.28632692428943285,0.005636043482331491,0.0,5000.0,-4.0,24.0,5.668591677894581,63.57,1.5833479972214246,24.0,4.0,8.0,0.0004
10,100000.0,1000.0,5.294867948608769,3.2672964698525506,16.497607765077223,0.4997014024605181,3.224796645530848,True,0.0,4.396125729519248,1.1074707017693846,0.1805920156379906,0.0031391528755087997,0.0,2500.0,-4.0,0.17656596181913162,0.010481534449289839,0.5,7500.0,-2.0,0.2752627901579346,0.0019794549845756947,0.75,5000.0,-3.0,0.2645642941800451,0.007884526436103769,0.25,2500.0,-2.0,24.0,5.235533956938634,63.57,3.50931871184499,24.0,4.0,0.0,0.0
11,100000.0,1000.0,2.401797252903878,2.926437052996689,16.449867858384295,0.48404072091754546,3.4854270981677824,True,0.0,4.025561629181217,1.107011086935545,0.242153373439857,0.003298169022638761,1.0,5000.0,-3.0,0.19548650211545082,0.00725679865498071,0.25,2500.0,-1.0,0.13850941212099893,0.0009167772387844346,0.5,2500.0,-2.0,0.29412838872768915,0.0051229625920298436,0.25,7500.0,-2.0,24.0,4.167906286644114,63.57,4.1433124194593525,24.0,4.0,1.0,5e-05
12,100000.0,100000.0,2.221083284379385,2.5266300303702693,16.067478786760596,0.40291499249708396,3.918747008099885,True,0.0,5.801429708234025,1.3664178907455458,0.21850527315163323,0.004390220366806964,0.25,7500.0,-1.0,0.18338624406342363,0.006975737431921473,0.0,7500.0,-3.0,0.21517567059658305,0.001495178148359728,0.25,5000.0,-3.0,0.25673480318347375,0.00824700099696347,0.75,5000.0,-4.0,24.0,5.6323365960920535,63.57,2.6363009700588598,24.0,4.0,2.0,0.0001
13,100000.0,100000.0,5.332881168444541,3.648557065322737,16.931498396086,0.5945202227809787,3.4534492474173124,True,0.0,5.218084925522556,1.1855148392125685,0.22834126408208089,0.0006813471540588135,1.0,7500.0,-1.0,0.192001526180175,0.006379662357015377,0.75,5000.0,-3.0,0.29430648571322077,0.0016347660322038977,0.5,7500.0,-3.0,0.2564059998716467,0.004316011127230512,0.0,7500.0,-1.0,24.0,5.379556277838781,63.57,2.632562400433333,24.0,4.0,0.0,0.0
14,100000.0,1000.0,4.056167726782247,3.7408553714496255,15.016093897059635,0.4619471851010408,3.957603739365891,True,0.0,5.026233424535774,1.378339418748547,0.19258870546145165,0.003605356483385419,0.5,7500.0,-1.0,0.15351211469875664,0.007985400245127453,0.0,5000.0,-2.0,0.200570703820614,0.002064895995210981,0.75,2500.0,-2.0,0.2535289836973047,0.009612260807882602,0.25,5000.0,-3.0,24.0,5.402302639448975,63.57,3.9708942852942206,24.0,4.0,0.0,0.0
15,100000.0,100000.0,5.8004923988752655,2.108726428612863,15.723076892176445,0.4550801857212824,3.530000224895425,True,0.0,4.611837831471832,1.1644025329715595,0.19463401892106302,0.004194390522786,1.0,5000.0,-4.0,0.1845383553357997,0.012609700836285312,1.0,5000.0,-4.0,0.25306060907473704,0.002144612596320845,0.25,2500.0,-2.0,0.28622976882337,0.003814259703734755,0.25,2500.0,-2.0,24.0,5.019430611635309,63.57,5.187879938854675,24.0,4.0,0.0,0.0
16,100000.0,100000.0,2.673072115172586,3.101402913162362,15.091203900265613,0.4721457670695545,3.223080941691289,True,0.0,5.3774523236427125,1.2883388029042435,0.1793484683908556,0.003271203604373426,0.0,5000.0,-1.0,0.19155312058141105,0.0055818527955761865,0.75,2500.0,-3.0,0.2532174681917293,0.001087736976389027,1.0,2500.0,-3.0,0.25047407084871187,0.009963173333903268,0.0,2500.0,-1.0,24.0,4.1444427587492605,63.57,3.9790928646851587,24.0,4.0,2.0,0.0001
17,100000.0,1000.0,3.070713286190606,2.3830415738949897,15.135800716382583,0.5573970919999827,3.6563335217758555,True,0.0,5.275041792087272,1.291011232017906,0.20148255355045014,0.00440219071757147,0.75,7500.0,-4.0,0.20146391285126455,0.0021004452154652115,0.25,7500.0,-2.0,0.18578028238795993,0.0010494919295846099,0.5,2500.0,-3.0,0.265599884765972,0.009445562140688923,0.5,7500.0,-2.0,24.0,4.301813388841354,63.57,1.1514305906913236,24.0,4.0,1.0,5e-05
18,100000.0,10000.0,4.655149590141128,3.757202941843104,15.363680450743068,0.5704466137349194,3.750136286106011,True,0.0,5.332203334970645,1.2819632145445434,0.2417142183032867,0.003321321510887026,0.75,5000.0,-4.0,0.18805526545491005,0.004188330510184652,1.0,5000.0,-1.0,0.2462782349503836,0.001888930259918251,0.5,7500.0,-3.0,0.2959997706551672,0.008701211927964907,0.5,2500.0,-4.0,24.0,4.953200771970875,63.57,3.999801038996507,24.0,4.0,0.0,0.0
19,100000.0,1000.0,1.7666565189595997,2.493875946332654,15.27626337495264,0.46628931265418627,3.082999565006893,True,0.0,5.343954162560934,1.3740498980029483,0.2142023051164335,0.0027030998819471156,0.75,5000.0,-1.0,0.17351423564388152,0.007336137775008009,0.25,5000.0,-3.0,0.1578986503139575,0.0013918867494206082,1.0,5000.0,-2.0,0.2833081536408862,0.007109098066340367,1.0,7500.0,-2.0,24.0,5.94907701415544,63.57,2.824912013844964,24.0,4.0,6.0,0.0003
20,100000.0,1000.0,4.369598594435152,3.7830614589494163,16.631674954615367,0.4071779171233707,3.6917575817588837,True,0.0,4.757361884010816,1.4231769420473905,0.19050378740153676,0.0018995242371136613,0.0,5000.0,-2.0,0.19491386245720987,0.0017775629179776367,0.5,5000.0,-4.0,0.21828735672706193,0.0008247930152313243,0.75,5000.0,-3.0,0.2539185631575127,0.009169685827360434,0.75,7500.0,-4.0,24.0,5.678995845827412,63.57,3.326401285325981,24.0,4.0,0.0,0.0
21,100000.0,10000.0,1.248677775045297,3.4419326936624595,15.0432324998319,0.4411845530534878,3.050773256695377,True,0.0,4.6045437879292335,1.2040794775243342,0.21677402631590836,0.0009601120500321601,0.5,2500.0,-3.0,0.19470627705564364,0.005687006672263365,1.0,2500.0,-1.0,0.2880974205180539,0.0020891870475917953,0.5,2500.0,-1.0,0.2797139201815476,0.003908555232176359,0.0,7500.0,-4.0,24.0,4.585515197526754,63.57,2.3626756071745634,24.0,4.0,7.0,0.00035
22,100000.0,100000.0,2.5827770317011423,2.8410760706287492,16.718363997042687,0.4342323107223347,3.3388639606037005,True,0.0,4.541065666595662,1.2734051822348118,0.23751151729199305,0.0003734716651747985,0.25,2500.0,-1.0,0.19328447696496923,0.004037030665768496,0.5,5000.0,-3.0,0.28577306803445385,0.0018962050190702842,0.5,7500.0,-3.0,0.2749095260832485,0.005276290247174022,1.0,2500.0,-4.0,24.0,5.488793163348286,63.57,4.366245924250043,24.0,4.0,1.0,5e-05
23,100000.0,1000.0,4.069800549983609,3.530919518793814,15.564791687934225,0.4442090726523305,3.6862220852374668,True,0.0,4.334278406200113,1.440906537373333,0.20486365001308598,0.00018071988244723315,0.0,2500.0,-2.0,0.1751169334845958,0.0072722512897614245,0.25,5000.0,-4.0,0.18474978050913318,0.0008574301711194205,1.0,7500.0,-4.0,0.2820644904385,0.010173622366880809,0.25,7500.0,-3.0,24.0,4.843193052332319,63.57,2.8837036192308427,24.0,4.0,0.0,0.0
24,100000.0,1000.0,6.868873882694503,3.9997345852477584,15.440134599565704,0.4722112707928116,3.739840990209437,True,0.0,5.992911450178194,1.3518243379818473,0.20309881728773843,0.0020607960857976244,0.25,5000.0,-4.0,0.18388245896733302,0.004616467985369233,0.25,5000.0,-1.0,0.2854525095644071,0.0012256036984748318,0.25,7500.0,-4.0,0.27049514345262915,0.004548112524110087,0.5,5000.0,-2.0,24.0,5.840573916468404,63.57,5.252445070838923,24.0,4.0,0.0,0.0
25,100000.0,1000.0,5.961366234967835,2.557677881402138,15.371822464180358,0.48222002558502264,3.1173755471347153,True,0.0,5.3699374887482705,1.3096196943221214,0.20205111346238172,0.002308970746195843,0.0,2500.0,-2.0,0.1792283022076709,0.007421943741796312,0.0,5000.0,-1.0,0.19908857675157862,0.0023894377080452035,0.25,2500.0,-3.0,0.29652368640459287,0.005750757496891901,0.75,5000.0,-3.0,24.0,4.622656137264516,63.57,3.812587574123334,24.0,4.0,0.0,0.0
26,100000.0,100000.0,3.1390951696307434,3.5365953230759466,16.57844147234172,0.5741124124951646,3.187921391622069,True,0.0,4.539010491233837,1.2869809325499082,0.1905903507642504,0.001543251281910478,0.5,7500.0,-4.0,0.17983321808754665,0.010397088925799937,0.5,5000.0,-1.0,0.23320401795981804,0.0012987177337779156,0.5,2500.0,-4.0,0.2764676496345839,0.005875500330794224,1.0,5000.0,-1.0,24.0,5.239114948005282,63.57,4.168561901799489,24.0,4.0,1.0,5e-05
27,100000.0,100000.0,3.6909463741166255,3.4707945803993594,16.73600639975947,0.47667615457452406,3.9794566321445206,True,0.0,5.78638869343027,1.393250146578039,0.2231332774255939,0.0040039034328185055,0.75,7500.0,-1.0,0.15174901686813613,0.0024098588300903337,0.75,7500.0,-3.0,0.1546893954076699,0.0030606206739660644,0.75,2500.0,-2.0,0.2727204966168146,0.007271339986681818,0.0,5000.0,-3.0,24.0,5.1978345007575175,63.57,3.156949093775426,24.0,4.0,0.0,0.0
28,100000.0,1000.0,5.055248695263352,2.249934184018482,15.795184737400234,0.5562616412546952,3.5109929816531134,True,0.0,4.36538671683165,1.3020462568379507,0.188250907428883,0.0022889632211504944,0.5,2500.0,-4.0,0.20050887069138107,0.008317246625753859,0.0,2500.0,-2.0,0.24006172065749154,0.0030456364845789768,0.25,5000.0,-3.0,0.2803543627302995,0.012926226469627423,0.5,7500.0,-2.0,24.0,4.951800910251112,63.57,0.9403180821386811,24.0,4.0,0.0,0.0
29,100000.0,100000.0,5.9120152151518575,2.146512776167472,16.52647440866057,0.49054381151988224,3.5422968740087746,True,0.0,5.453271565655014,1.2025661474819458,0.22938557264842532,0.0017906200399097731,0.0,2500.0,-3.0,0.1793309519949719,0.007444789195617648,0.5,2500.0,-3.0,0.29521064353806975,0.0009122391726679845,1.0,7500.0,-3.0,0.2943651767873841,0.00973082271010119,1.0,7500.0,-1.0,24.0,5.325148007145043,63.57,4.212733900920221,24.0,4.0,0.0,0.0
30,100000.0,10000.0,4.62547679726257,3.326095810671337,15.327301452205507,0.5925215627348637,3.346661840379766,True,0.0,5.983501984587216,1.237069456268642,0.20452964141864655,0.0013435418738366037,0.5,2500.0,-1.0,0.21151790155706096,0.002501055721651133,0.75,7500.0,-2.0,0.29472076564522237,0.0007503762282902149,1.0,5000.0,-3.0,0.30176571576416783,0.001174502179863196,0.5,7500.0,-2.0,24.0,5.058733035421898,63.57,5.092241287952289,24.0,4.0,2.0,5e-05
31,100000.0,1000.0,3.025511905965088,3.540625864437756,16.973740006184926,0.4416330923809442,3.136917048843828,True,0.0,5.816747604579801,1.4449180039468401,0.2029998400537545,0.0030822166302516833,0.25,2500.0,-3.0,0.1921049193385755,0.012982048186381169,0.75,7500.0,-1.0,0.2835509367927554,0.000846863139178095,0.5,2500.0,-4.0,0.28640273934223476,0.006038007440428683,0.25,5000.0,-2.0,24.0,4.059230297423479,63.57,4.943312662602438,24.0,4.0,1.0,5e-05
32,100000.0,100000.0,5.875019189116587,3.1102575559971934,16.911313097983534,0.5473339196022448,3.8162051391124807,True,0.0,4.20217312061725,1.2341760157911008,0.21776586938651302,0.0011027872805077494,0.75,2500.0,-3.0,0.20230998348742757,0.009869506829361952,1.0,2500.0,-2.0,0.14770708977118996,0.001387894579363815,0.75,2500.0,-3.0,0.26684700245463866,0.013601140572950005,0.0,7500.0,-3.0,24.0,5.99885097416071,63.57,1.9743783440025153,24.0,4.0,0.0,0.0
33,100000.0,100000.0,2.8199865386216576,2.821881605993082,15.520599381773799,0.5740791376693899,3.185039927161905,True,0.0,4.0393228508600885,1.2619911515782865,0.20979491482011484,0.004579582070469341,1.0,7500.0,-1.0,0.17716533804812618,0.003755273400607086,0.0,2500.0,-1.0,0.2215133156005738,0.0011010491616186666,0.75,7500.0,-4.0,0.258157743343483,0.007276038927267957,0.75,7500.0,-2.0,24.0,4.2398440979938545,63.57,1.6986611894913457,24.0,4.0,0.0,0.0
34,100000.0,1000.0,1.110843728075695,2.1854075106682664,16.265785372968956,0.4027781696640438,3.9361585360849234,True,0.0,4.853148763471067,1.380836165788883,0.20504879237926188,0.000421690738630911,0.0,7500.0,-2.0,0.18691374862051635,0.009366730915211684,0.0,2500.0,-4.0,0.18214001721075213,0.0005615546402589562,0.5,5000.0,-1.0,0.28894534225697455,0.004438078137819957,0.5,7500.0,-2.0,24.0,5.996172456700615,63.57,4.114613242796888,24.0,4.0,8.0,0.0004
35,100000.0,10000.0,3.828545199311469,2.4629740900711248,15.554849103512252,0.5634469623805339,3.111346636092498,True,0.0,5.252874457908505,1.2110058585073682,0.22448531298424834,0.0035631311194687446,0.0,5000.0,-1.0,0.2105461418021168,0.010567520766850018,0.75,5000.0,-2.0,0.09709406788034652,0.0009742960888831378,0.0,5000.0,-3.0,0.288087821616733,0.009079178765437075,0.5,5000.0,-3.0,24.0,5.529991951100943,63.57,2.618349297124841,24.0,4.0,0.0,0.0
36,100000.0,100000.0,5.052497689748695,3.9043613348120276,15.286346895442062,0.561471825974033,3.363214596521029,True,0.0,4.3731136245786315,1.3165811164532768,0.17250169682030647,0.00441508416555615,1.0,2500.0,-1.0,0.17034004434718786,0.004471754624125509,0.25,7500.0,-2.0,0.20077685513929105,0.0012203417778610072,0.25,2500.0,-4.0,0.27430950652713254,0.0036691788151338185,0.0,7500.0,-3.0,24.0,4.6540241749691305,63.57,2.3185709198640807,24.0,4.0,0.0,0.0
37,100000.0,10000.0,6.6672927145970196,2.385590057914315,16.163789753759986,0.5240168420347254,3.684224017463174,True,0.0,4.206875110039996,1.2670753427495867,0.23134690181072864,0.003546076268143174,1.0,2500.0,-3.0,0.15333112238653546,0.007413174045954848,0.5,2500.0,-1.0,0.23399512269427986,0.0019058469298412746,1.0,7500.0,-2.0,0.2507701315481067,0.0025519867486687056,0.25,7500.0,-4.0,24.0,4.956839748321003,63.57,2.0723172393195557,24.0,4.0,0.0,0.0
38,100000.0,10000.0,3.508951385319523,3.88839927161484,16.40564978722146,0.5267268194342813,3.605961281990598,True,0.0,4.400253685719809,1.409494824772623,0.17892392535429386,0.0019294247625861777,0.25,2500.0,-3.0,0.18666330813609666,0.0088035816458709,0.75,7500.0,-3.0,0.26847944707243837,0.0031057843220416914,1.0,7500.0,-4.0,0.2412689332109077,0.012881982816214466,0.75,5000.0,-1.0,24.0,5.456707274102433,63.57,1.454473557833841,24.0,4.0,1.0,5e-05
39,100000.0,1000.0,4.192172928907006,3.6408037597967624,15.244099733660402,0.5204004013582876,3.5255145833645836,True,0.0,4.927816811620136,1.3872436476617378,0.25328620679382224,0.0036453288150622063,0.25,2500.0,-3.0,0.18146960040470989,0.012900423735923068,0.25,7500.0,-2.0,0.17541163302181234,0.0015735649522953766,0.25,7500.0,-2.0,0.29379066031751183,0.00243823989697566,0.25,2500.0,-2.0,24.0,5.204982288029671,63.57,1.9420349306119733,24.0,4.0,0.0,0.0
40,100000.0,100000.0,3.6119226041776082,3.5770697549735053,15.574610369578691,0.49007011739345424,3.3039123053407655,True,0.0,5.052799048594291,1.1199317744402697,0.22511757836536359,0.00476814732275472,0.25,2500.0,-1.0,0.17935251738738578,0.004925925132087716,1.0,2500.0,-3.0,0.2847327954287704,0.0025111912275310668,0.25,5000.0,-1.0,0.2730641587882532,0.007959700660617014,0.5,7500.0,-1.0,24.0,5.260047095547192,63.57,4.593023181468876,24.0,4.0,0.0,0.0
41,100000.0,10000.0,2.8336471127926437,3.3536324822211165,15.086938971289504,0.4232847406333063,3.603865688948813,True,0.0,4.381861325559479,1.1165944954421403,0.2053025357506248,0.00209819994593761,0.25,2500.0,-1.0,0.17580565806217552,0.006448119876390416,0.25,5000.0,-3.0,0.1437177777288578,0.0010893419626942166,0.5,7500.0,-3.0,0.27281541095038603,0.005230932204647995,1.0,7500.0,-4.0,24.0,4.746042789662761,63.57,3.7425318907758274,24.0,4.0,3.0,0.00015
