,InitialCont,ClusterSize,Time_CE_H,Total_CE_H_Dieoff,Time_H_PC,Temp_H_PC,Time Precooling,Temp Precooling,Pre_cooling,Time_Storage_R,Temp_Storage_R,PreWashRed,PreWashYN,WashingYN,Tr_Sh_P,Tr_P_Sh,Sh_Compliance,Sh_San_freq,Sh_San_Eff,Tr_Cv_P,Tr_P_Cv,Cv_Compliance,Cv_San_freq,Cv_San_Eff,Tr_St_P,Tr_P_St,St_Compliance,St_San_freq,St_San_Eff,Tr_C_P,Tr_P_C,C_Compliance,C_San_freq,C_San_Eff,TotalCFUFP,PropCont
157,100000.0,100000.0,3.236642998983887,-2.756803573798951,3.938772655780694,16.48184367206131,0.47233684980598195,3.913643244564187,True,5.1913170563839115,4.348505108219957,1.1925518734175227,True,True,0.22786516635015547,0.0007492587393179986,0.0,5000.0,-4.0,0.16588943198719602,0.003968609160578495,0.75,7500.0,-4.0,0.2518043536013574,0.000822480017976396,0.5,2500.0,-4.0,0.2491572963390586,0.0009231866002605869,0.75,2500.0,-4.0,0.0,0.0
158,100000.0,1000.0,2.9182016474612755,-1.8085981505062647,2.738139290350474,16.66643350517908,0.4368395212089664,3.9273786242850326,True,6.42846148865018,5.121693592755698,1.4597306115309423,False,False,0.21752430368139947,0.0017625874659311883,0.25,2500.0,-2.0,0.19256341504325022,0.002941210842865172,1.0,2500.0,-3.0,0.15500430496948364,0.0005660307550929933,1.0,5000.0,-3.0,0.26085532754902546,0.005685121921714671,0.0,5000.0,-3.0,405.0,0.0159
159,100000.0,1000.0,4.977684366424004,-4.671545929004303,2.8553586934868265,15.682706018429835,0.40724133921454275,3.885070242890426,True,5.026675714166303,4.167089344971693,1.3928853044559473,False,True,0.21795486376401377,0.004228152208480173,0.5,5000.0,-4.0,0.18445715316239308,0.006753199301089241,0.25,7500.0,-4.0,0.24868448338165305,0.002888935817485221,0.25,2500.0,-3.0,0.27805373147659607,0.005815147164733709,0.75,5000.0,-4.0,0.0,0.0
160,100000.0,1000.0,2.500524597249171,-2.227628954882876,3.9852082623599436,15.508947273254712,0.5903438514224992,3.6215219458595045,True,6.7286221996527225,5.850352691626025,1.1210950367623806,False,False,0.18003482069688678,0.001294259012825387,0.75,5000.0,-2.0,0.1752110576871756,0.003850421066014509,0.75,7500.0,-2.0,0.26537102164219284,0.00037511382128412756,1.0,7500.0,-3.0,0.26442304770237474,0.002632462797194549,1.0,2500.0,-3.0,146.0,0.00705
161,100000.0,1000.0,3.179519750101019,-2.9692500691311166,3.574893940700106,16.460632877084315,0.4978918899814815,3.7699512468067704,False,5.409979407116973,4.99145894211214,1.3381173196995797,True,False,0.23181768902129307,0.003296089806257847,1.0,2500.0,-3.0,0.19894553995567638,0.0034707477950676677,1.0,5000.0,-1.0,0.2200409586471639,0.00044240465297646264,0.25,5000.0,-4.0,0.2629412759779587,0.012026641037719357,0.0,2500.0,-4.0,2.0,0.0001
162,100000.0,100000.0,3.8167759569933017,-3.2970743170733994,2.326639446987831,15.54418922065357,0.414160170246616,3.8247761202547723,True,5.687215316866835,4.828845322922596,1.3978152844814353,False,True,0.19046497958827804,0.0023457347453158654,0.0,7500.0,-4.0,0.2047449896707885,0.006033907200426449,0.0,7500.0,-1.0,0.2884383435997374,0.0002707551936910437,0.5,5000.0,-1.0,0.2730618791119291,0.007507916371219128,0.0,2500.0,-3.0,2.0,0.0001
163,100000.0,100000.0,5.137231723895875,-2.977413681553084,3.1330914063762654,15.478023311112592,0.45731234145175514,3.922136191351515,False,6.044475706787701,4.035189747459414,1.3065196649108637,True,False,0.23617668158219476,0.0022680180983572877,0.25,7500.0,-4.0,0.18244617995376786,0.004324561642641576,0.0,5000.0,-2.0,0.1582211677396001,0.0033708044801745145,1.0,2500.0,-2.0,0.2768035947306082,0.010595556295749924,0.75,2500.0,-3.0,2.0,0.0001
164,100000.0,1000.0,1.0250338482778871,-0.7443236525893328,2.842631214235296,15.635480574459923,0.5686820089263157,3.8263890694080267,False,6.071825533789557,4.6252941352709565,1.2905485676387327,True,False,0.20225536109622447,0.0017219712728398684,0.5,2500.0,-3.0,0.18607670265306883,0.0036747291110131785,1.0,7500.0,-1.0,0.22633077499173507,0.0011913542072997845,0.75,5000.0,-2.0,0.28008001799931653,0.012744057660096264,0.0,5000.0,-4.0,386.0,0.0123
165,100000.0,100000.0,3.928895860813197,-3.391316377450132,3.3427511385348776,15.700363972189836,0.40656078034203064,3.884550841795939,False,6.7182904250470425,4.18955119474633,1.221965421203422,False,False,0.21431693807579516,0.003080504033185088,0.0,7500.0,-2.0,0.18942326290175315,0.004725646023515018,0.0,7500.0,-3.0,0.1648382004134003,0.0013713173083233872,0.0,7500.0,-2.0,0.2913870357178324,0.012435415864244664,1.0,5000.0,-1.0,14.0,0.0006
166,100000.0,1000.0,3.4116383063635327,-2.4228106409491548,2.2217261472243894,15.681833992762048,0.5515924323821134,3.3910868158620944,False,6.945681005846637,5.542938797839394,1.3830191170510595,True,False,0.23033165675275416,0.002079090156918769,0.0,2500.0,-2.0,0.18883297921367972,0.005580125599347642,0.75,5000.0,-1.0,0.21823627376303562,0.0019370473815585492,1.0,2500.0,-2.0,0.27674003455446783,0.010464877130536898,0.75,2500.0,-4.0,4.0,0.00015
167,100000.0,1000.0,3.5609384232670784,-1.9394079073678494,3.1928549364734637,16.51520614029521,0.4399002017280936,3.771024930888214,True,6.569804614465146,4.540754035962584,1.100999284914316,True,True,0.199295868105607,0.0032606968370159145,0.75,5000.0,-1.0,0.20457771359017693,0.003178558372949211,0.75,2500.0,-4.0,0.1353224059913709,0.001506517059289305,0.25,7500.0,-4.0,0.2690864756295108,0.008748780391478642,1.0,5000.0,-2.0,13.0,0.00065
168,100000.0,100000.0,4.311217321306545,-3.279849017844241,2.1429218886953847,16.12032084209271,0.5688402252448548,3.032805604605313,True,6.519574816391929,4.914166480723025,1.1315260193805567,False,False,0.19349014900934303,0.002168193196234543,0.25,5000.0,-4.0,0.19613788487405848,0.006679862211291484,1.0,5000.0,-1.0,0.2082472543520796,0.0021260297150656237,0.0,5000.0,-2.0,0.2764300856710098,0.003143611120272451,1.0,5000.0,-3.0,24.0,0.0012
169,100000.0,10000.0,0.7979233186903372,-0.5297515094101949,2.5862064620012726,16.98895656570265,0.4942932020334597,3.1064725767538635,True,5.850470695819081,5.332710884826794,1.3009051937917018,True,False,0.19136804883810515,0.0013030270076960654,0.0,5000.0,-3.0,0.17183914377977988,0.01242231211581721,1.0,7500.0,-1.0,0.1259274784767505,0.0005973412487292665,0.5,7500.0,-3.0,0.26920468216085597,0.0033270168788672124,1.0,5000.0,-4.0,591.0,0.02565
170,100000.0,100000.0,2.91786889851184,-2.804049256124302,3.0980923990156546,15.097118988369818,0.49959621150470884,3.980765824774812,True,6.120886102817082,4.647296775230113,1.4542504516993704,True,False,0.20888052924744355,0.0023905140448534563,0.5,5000.0,-2.0,0.21120992897575708,0.009531625331571904,0.25,2500.0,-2.0,0.23618649623021604,0.002764098015498875,0.5,7500.0,-2.0,0.28098794230325636,0.0012036552438835042,0.0,5000.0,-3.0,3.0,0.00015
171,100000.0,100000.0,6.354550850164022,-6.07663128688632,2.7366728182471958,15.683947677659333,0.4124774231931775,3.521285365576984,False,6.484383315076487,5.557429177789206,1.1036146752929903,True,False,0.2113038628618532,0.0036644065994865254,1.0,5000.0,-3.0,0.1639677969402734,0.004097551786473102,1.0,7500.0,-2.0,0.1775378954696117,0.0014514321515519254,0.75,2500.0,-1.0,0.27623517812526605,0.010235417787590656,0.75,5000.0,-4.0,0.0,0.0
172,100000.0,100000.0,5.829432030597758,-4.882887450687501,3.1610048055573072,16.522531542818246,0.4221800368748363,3.272121733085147,False,5.990588136223951,5.142779995130164,1.2774061824328737,False,False,0.18820810129419613,0.0030327896263562036,0.75,7500.0,-1.0,0.17852391650991967,0.00749904737683683,1.0,5000.0,-4.0,0.1568466592056684,0.0018361518886805483,1.0,2500.0,-3.0,0.2803339611175327,0.0017313056959770408,0.75,5000.0,-1.0,3.0,0.00015
173,100000.0,1000.0,2.2607132651542,-1.9124418547859927,2.1866808522342245,15.3619996151677,0.5824154542876564,3.3912515582421046,False,6.542230395866341,5.270205266618565,1.239267428652322,True,False,0.2261489881646936,0.0032765705461541596,0.25,7500.0,-1.0,0.17024243601636332,0.002780549990075501,0.5,5000.0,-2.0,0.13114610724926887,0.0008480755643548513,0.75,5000.0,-2.0,0.26449348806607337,0.00849973219070911,1.0,2500.0,-2.0,29.0,0.00105
174,100000.0,10000.0,4.329611303122999,-3.321975812762346,2.920489103780589,15.411674158186484,0.5384176155044873,3.1061403662474594,True,6.566159766642619,4.436195804596859,1.2519633681376245,True,True,0.20411800280308412,0.0016917070168321275,0.75,5000.0,-2.0,0.2057714982706137,0.005853423043457637,1.0,5000.0,-4.0,0.10126703416273836,0.0007335877884560608,0.25,7500.0,-4.0,0.265738276745459,0.006318524289941261,1.0,2500.0,-3.0,0.0,0.0
175,100000.0,100000.0,2.2733217856539656,-1.9392356735242982,3.743326470631671,15.885416784492998,0.4101661175556396,3.1073648719528966,True,5.797680846697299,4.379826575869844,1.3487929706860433,False,True,0.24081486158947912,0.003348494228565195,0.25,7500.0,-1.0,0.16829071735662324,0.007424313718539446,1.0,5000.0,-3.0,0.27829427570194865,0.0007768652100244096,0.75,2500.0,-1.0,0.2761077348350161,0.006022116460348682,0.75,5000.0,-4.0,78.0,0.00385
176,100000.0,1000.0,5.540402565330348,-4.0520770402896105,2.757237742888335,16.931106968583205,0.5771644856955964,3.8996609249668266,False,5.018867081516051,5.986873533524243,1.2746276820932825,False,False,0.2575335272005176,0.0027633140676724976,0.75,7500.0,-4.0,0.16193542149023757,0.0024206812289374177,0.0,5000.0,-1.0,0.15432822148432535,0.00038838476266036344,0.75,7500.0,-4.0,0.2549330494786651,0.007260319641999956,0.0,2500.0,-4.0,2.0,0.0001
177,100000.0,100000.0,4.75660428062595,-2.5351553985817756,2.9679855272878104,15.705830579276624,0.5383784158539013,3.7092688154542657,False,5.64623418823372,4.877598565182914,1.12125850086615,False,False,0.23111115977585966,0.0014624431356448388,0.5,5000.0,-2.0,0.21044188757065496,0.0027473798798330114,0.75,5000.0,-4.0,0.18277007462016703,0.000962800455943599,0.75,5000.0,-2.0,0.2431942934761703,0.0030367336738924837,1.0,7500.0,-4.0,715.0,0.0111
178,100000.0,100000.0,3.7765071726007444,-2.142710325930925,2.3113170753828163,16.420038059246984,0.5660435317865348,3.39958150578398,True,6.14596803504692,4.239540961406238,1.1284493768092136,False,True,0.1938546231912254,0.0025883530805797896,0.25,2500.0,-2.0,0.17712035744369908,0.006211796525462905,1.0,5000.0,-3.0,0.2735397916411293,0.002096158444505632,0.25,2500.0,-1.0,0.2672352811288963,0.0026077422775308725,0.75,7500.0,-4.0,52.0,0.0026
179,100000.0,100000.0,2.7808956728815057,-1.8189902328713135,3.244606916236642,16.209351343133026,0.4101130488422217,3.125069323901734,True,5.915123930325605,5.3916383675473085,1.2353428485422995,True,True,0.19168759329094268,0.0013537228051656437,0.0,7500.0,-1.0,0.19080047899412694,0.006976276652775136,0.75,2500.0,-3.0,0.23859033416301567,0.0008227306069727592,0.5,7500.0,-4.0,0.25654904143909235,0.012464262037256344,0.0,7500.0,-3.0,1.0,5e-05
180,100000.0,100000.0,3.998100789838984,-2.6695152487381906,3.8718756023379397,16.805137994494963,0.554274043617653,3.215446681578943,False,6.247173839292505,4.8753189890536985,1.4356549430825367,True,True,0.22312097546696383,0.0039244112327760945,0.0,5000.0,-3.0,0.17817931537315948,0.001882856120498974,0.5,2500.0,-3.0,0.27693806045590863,0.0005906694040874064,0.5,2500.0,-4.0,0.28762584190246826,0.005675915803430765,0.0,2500.0,-3.0,0.0,0.0
181,100000.0,10000.0,4.622870508214321,-4.163887675555559,2.0817257760287036,16.4137470294985,0.4790838252231264,3.3372435996888794,True,5.309055947430369,4.759944378362926,1.337743975935611,True,False,0.24129891119269176,0.0005938539553505957,0.75,5000.0,-1.0,0.1789254778878613,0.012509681325063948,0.25,7500.0,-2.0,0.234818275062691,0.0017675021275041715,0.25,7500.0,-4.0,0.25009853830621226,0.009444492350370865,0.75,2500.0,-3.0,0.0,0.0
182,100000.0,1000.0,4.3391461513274585,-3.0977912504433633,2.0918979137192615,16.448882055891414,0.4717247627722981,3.8857528451959737,False,6.423504759450543,5.884216662107131,1.4175988674082671,True,True,0.18229121758190797,0.0011850550545489142,0.25,2500.0,-2.0,0.19191391996540377,0.008367845078823278,1.0,7500.0,-2.0,0.21229281693472196,0.0026067690414819326,0.75,5000.0,-1.0,0.2887348541668622,0.00172473750464926,0.5,2500.0,-3.0,0.0,0.0
183,100000.0,1000.0,3.582834021695245,-1.6439348048984093,3.68616072009052,16.01229245940367,0.44751835375151156,3.4334605493599453,False,5.1483068863912145,4.9526322324693215,1.2668287115193617,False,True,0.2051559776512159,0.000889191332890431,1.0,5000.0,-3.0,0.21148392003980268,0.005645264741147359,0.75,2500.0,-1.0,0.18007099371178303,0.002705830236862502,0.0,5000.0,-2.0,0.2653703067304713,0.005809518384018532,0.75,2500.0,-3.0,348.0,0.00485
184,100000.0,10000.0,1.8902170045639695,-0.8326516615522407,3.3410765589929285,15.193991491600276,0.4411235322993041,3.74498621518193,True,5.240207127412609,4.215608111865846,1.4574283599183497,False,True,0.219783457589617,0.001224387135051495,0.5,5000.0,-1.0,0.1926296603877075,0.013040984481380715,0.0,2500.0,-3.0,0.19312171626975874,0.002007177867330976,0.0,2500.0,-1.0,0.2722346898576462,0.004999680682288957,1.0,2500.0,-3.0,2078.0,0.0638
185,100000.0,10000.0,3.696658720885659,-2.8863808481441926,3.5934787884644486,15.05826041455744,0.46807716184742626,3.3992652807961945,False,5.15278496031388,4.79835010419433,1.212758380322577,True,False,0.1976355347164413,0.004252683906826602,0.5,5000.0,-3.0,0.17623004411290538,0.006258270891844927,0.5,5000.0,-4.0,0.24748650477893908,0.0007817480093804396,0.25,2500.0,-3.0,0.26427024832441454,0.004201415906462589,0.5,5000.0,-2.0,2.0,0.0001
186,100000.0,10000.0,0.2537594933841983,-0.2327664896441414,3.223019909540553,15.020728286579535,0.428085369871978,3.295254496374235,True,5.786242185571585,5.311982048867893,1.318276580090193,False,True,0.23506735721354713,0.0015746449018242674,0.0,5000.0,-2.0,0.20775294650886283,0.008407948924012336,0.5,5000.0,-3.0,0.25361135491479514,0.0021483841091794404,0.5,2500.0,-2.0,0.2721387180204921,0.0011584165115721941,0.0,2500.0,-3.0,8346.0,0.1137
187,100000.0,10000.0,4.653972194461504,-3.1042726466870114,3.3102507687923426,16.18395688243523,0.476202809876925,3.7605592112512185,False,6.129669253800638,4.358248865894312,1.4130875704378896,False,True,0.20644033979982712,0.0021834563933224656,0.25,7500.0,-2.0,0.15653755822734794,0.010671223550751972,0.0,5000.0,-1.0,0.1090504261645584,0.0002505356887655516,0.75,5000.0,-4.0,0.2661295384336191,0.0022681282355114683,0.75,2500.0,-1.0,3.0,0.00015
188,100000.0,1000.0,7.388215405147949,-5.3971754256103095,2.2081797585002585,16.973643736339987,0.5439917463989804,3.1699122717309542,False,6.7904253017681215,5.595530253685861,1.156541078274787,False,True,0.21118467137697175,0.002210086170615127,0.75,2500.0,-2.0,0.19506251277316164,0.005833431715948379,0.5,7500.0,-3.0,0.2813301111459237,0.002186104613189699,0.0,5000.0,-3.0,0.2756334216008797,0.004548882102274282,1.0,2500.0,-1.0,0.0,0.0
189,100000.0,100000.0,3.0680907773731403,-1.733410648569669,3.713285280296989,15.88659991815046,0.4442725672733505,3.6878374805666008,False,6.570367986656701,4.392620999075142,1.3811127365307383,False,True,0.21733458483669954,0.004276627169150321,0.5,5000.0,-4.0,0.18947664667234182,0.004141205123711023,0.25,2500.0,-3.0,0.2627907697385612,0.0005587950218495352,0.0,2500.0,-2.0,0.2967678099402544,0.002088287082459958,0.25,2500.0,-4.0,102.0,0.0051
190,100000.0,100000.0,5.889630514382265,-2.4348272685804395,3.88139163094135,15.117572526144723,0.5971769972355385,3.4065750831701544,True,6.66177477182403,4.9190648917832105,1.174126313087772,True,True,0.22520360392805466,0.0013904066440580216,0.25,7500.0,-2.0,0.17933684335925665,0.007144747091484351,1.0,7500.0,-4.0,0.22127208075056284,0.001625737508093752,0.0,2500.0,-3.0,0.25653441326192844,0.0015753036075375716,0.0,2500.0,-1.0,0.0,0.0
191,100000.0,100000.0,3.746748118085542,-2.7712684530319653,2.4420759299561134,15.00129741068047,0.5780905766992528,3.220935002696363,True,5.8630227750397195,5.261663113749993,1.2782615226802811,True,True,0.22773060709936016,0.004899554477202726,1.0,7500.0,-1.0,0.1882040362818417,0.004701482280242084,1.0,5000.0,-3.0,0.25695167474142383,0.00215245170498647,0.25,5000.0,-3.0,0.27118958457192655,0.005460207823101231,0.75,7500.0,-1.0,0.0,0.0
192,100000.0,100000.0,3.801290007498673,-3.5049016907254966,2.249004182576467,16.569208443497246,0.584443093919957,3.2739926248436593,False,5.87181868180681,4.184729971984649,1.3153564192478078,False,True,0.2199511046610668,0.002304739752500897,0.5,5000.0,-1.0,0.20955905292892646,0.008211538766229723,1.0,5000.0,-2.0,0.16615048187546055,0.0008961904910493976,0.75,5000.0,-4.0,0.2518796762116366,0.004827385797365405,0.5,2500.0,-2.0,0.0,0.0
193,100000.0,10000.0,1.7969322905343346,-1.2358637298913386,2.1309920280585826,15.407793360584254,0.4542625126693599,3.9921515743454776,True,5.014884071185197,4.251617772508752,1.3058664590251627,True,True,0.21532604351496437,0.0021179477145011664,0.75,7500.0,-1.0,0.1761498595003677,0.0018337882263561455,0.0,7500.0,-4.0,0.21142231969113875,0.0008040538569348047,0.0,2500.0,-2.0,0.26279857471397244,0.004281921045913999,1.0,5000.0,-3.0,37.0,0.0018
194,100000.0,1000.0,3.9093014207801926,-3.5734800213619065,3.373089976357239,16.41648188027179,0.5807249462310546,3.663392079245714,True,6.06222089914603,5.4118610954402016,1.4341823660993858,True,False,0.2098043556196626,0.0030047481538406392,0.75,5000.0,-1.0,0.19645399570876043,0.007513250696736101,0.0,5000.0,-4.0,0.12845988804126796,0.00047637237063771016,0.5,2500.0,-1.0,0.26599798616606557,0.009935022477825727,0.25,5000.0,-4.0,1.0,5e-05
195,100000.0,1000.0,4.202771129488545,-3.1563713804690456,3.5856462649355345,16.74728559799018,0.5344787995123055,3.35339305946898,False,5.728643275181339,4.565609105427065,1.3210916577839773,True,True,0.20660914138804493,0.0023269843614880754,1.0,7500.0,-2.0,0.17310930715956516,0.006361965364504239,0.0,5000.0,-4.0,0.20495472341381693,0.000604591325526566,0.0,5000.0,-4.0,0.26535012987426,0.009758109228611523,1.0,5000.0,-2.0,0.0,0.0
196,100000.0,1000.0,1.6373373744321977,-1.2510084330526807,3.3103922334274505,16.07958164789011,0.5046410947001424,3.5876727439168743,False,6.067156239092752,5.472928383735117,1.387929901875406,True,True,0.20451157159785996,0.004113047702875576,0.25,5000.0,-1.0,0.18405344365699858,0.006399616081411334,1.0,2500.0,-3.0,0.25036924175923914,0.00036872696122712296,0.5,7500.0,-3.0,0.28414436515826486,0.008331438175570919,0.25,5000.0,-2.0,128.0,0.00185
197,100000.0,100000.0,2.5280135317474235,-1.9007440659339137,3.782245467636944,16.158759171898453,0.4641496998824275,3.249608467413167,False,5.816155527677149,4.444152990330719,1.1594547803279693,True,True,0.19655084056014732,0.004821564954099459,0.75,7500.0,-3.0,0.18708892980584083,0.010787287885250851,0.5,2500.0,-4.0,0.16013057402264025,0.0021849906286018975,1.0,7500.0,-1.0,0.27202868369071903,0.005783323651679483,0.5,2500.0,-2.0,1.0,5e-05
198,100000.0,10000.0,5.58519532870857,-4.434926559436078,2.4068364986385964,16.489689545725888,0.45380014784731887,3.439268178721045,False,5.804184214100475,5.424117247757828,1.2979459005750014,False,True,0.20816754797082948,0.002849874206733516,0.25,2500.0,-4.0,0.1852973110276999,0.001706832744380443,0.5,7500.0,-4.0,0.17595407190952633,0.0030934069685834642,1.0,7500.0,-2.0,0.2863826008113749,0.003198093599478747,0.75,5000.0,-2.0,0.0,0.0
199,100000.0,1000.0,5.97066926871408,-5.026994093734292,2.336190929933598,16.697165742166717,0.5811835344037218,3.8181299810614293,False,5.018745015658585,5.642523503446084,1.1610924906557216,False,True,0.21973957989297477,0.0027816420175745277,0.75,5000.0,-3.0,0.1520612709199147,0.010485532297680384,0.25,2500.0,-2.0,0.1591396005210628,0.0017323150075832434,0.5,7500.0,-2.0,0.2948022369308367,0.009439737935492892,1.0,7500.0,-1.0,0.0,0.0
200,100000.0,10000.0,2.3513352499746443,-2.2421145224953243,2.585572259862184,15.347958312277282,0.469459262530147,3.889948157547033,False,6.953561769912854,4.121086698225912,1.1144747326134752,False,False,0.17135552540998836,0.0003980866810451179,0.5,2500.0,-2.0,0.17867052008541437,0.008310872678755597,0.0,7500.0,-3.0,0.23199266208543667,0.0015876763766062112,0.25,5000.0,-1.0,0.29616025333689694,0.005060713889644181,0.25,2500.0,-4.0,233.0,0.00875
201,100000.0,10000.0,2.9371573731162277,-2.3065254399138517,3.143706626222252,15.686162251684372,0.5955022037956738,3.9848456351682233,False,5.258142195956522,5.9899030522154035,1.11762758359219,False,True,0.2092876439250228,0.0013222605153953154,0.0,7500.0,-3.0,0.17232286939692698,0.005934885838734321,0.0,5000.0,-4.0,0.2878386650706552,0.0018358797279966277,0.25,2500.0,-2.0,0.24779159186406163,0.0007857787918838482,0.75,7500.0,-4.0,66.0,0.0033
202,100000.0,100000.0,5.1721814761030895,-3.6284474597952756,2.3937928146023015,16.054585777336946,0.5415156621526382,3.657924422845626,False,5.400163053469761,5.33876227074404,1.1621858337402649,False,False,0.23761699392596505,0.0011979386919316946,1.0,2500.0,-1.0,0.1851181267416292,0.007145580455350484,0.25,5000.0,-3.0,0.20237804477319604,0.000689862913456369,0.75,5000.0,-1.0,0.2592358973941479,0.008058782931990114,1.0,5000.0,-4.0,9.0,0.00035
203,100000.0,1000.0,3.70486634759138,-2.5224053004778035,2.8229758451568787,16.100417873847466,0.4525429615231018,3.301183878198556,False,5.622839164883111,4.820306647210154,1.19684846340176,True,False,0.22478426908178853,0.0033324425431435663,0.5,2500.0,-4.0,0.20144788108967682,0.006189090332012233,0.5,7500.0,-2.0,0.13084265584828458,0.0023544230095194343,0.0,5000.0,-4.0,0.28858691137991765,0.007815038612831171,0.75,2500.0,-1.0,5.0,0.00025
204,100000.0,1000.0,4.863609107804066,-4.849262381759182,2.029779319524251,16.9862188370559,0.5641672848987398,3.7695923968471137,False,6.113007841459622,4.122261130529809,1.3224723153054394,False,True,0.1857565558775128,0.0024590536715195944,0.0,2500.0,-3.0,0.17687292553660047,0.005469690796706662,0.25,2500.0,-1.0,0.20562686356490534,0.0023670939026774157,0.25,5000.0,-3.0,0.28739324096026225,0.0024559621922113427,0.25,7500.0,-3.0,0.0,0.0
205,100000.0,100000.0,5.610430714975274,-4.048061218440014,2.206841603008064,15.287467381172451,0.5671102030440557,3.9416498041382946,False,5.036717773511659,5.645983959070491,1.3914579570374563,False,False,0.21850812311697382,0.00516367123740296,0.75,7500.0,-4.0,0.18102388801357758,0.009264499421367802,0.75,5000.0,-3.0,0.14899058149006328,0.001494131572232669,1.0,2500.0,-4.0,0.2760707193259014,0.002956809909563248,0.0,2500.0,-4.0,7.0,0.00025
206,100000.0,10000.0,5.423992249402615,-3.4458057089771117,2.9606969233755542,15.852651429740316,0.47205508584195927,3.6448103707444934,False,5.343027429607098,4.325737460838899,1.2546872592256495,True,True,0.24538466689078434,0.002221988736193289,1.0,2500.0,-1.0,0.19123570163834014,0.0035503959011914323,0.75,5000.0,-2.0,0.2716265621801066,0.0009063837223202025,0.25,5000.0,-4.0,0.30061189725383447,0.008613103148209596,0.0,2500.0,-3.0,0.0,0.0
207,100000.0,10000.0,3.908467360444832,-2.193269852237718,2.99167965803615,16.604413943019104,0.5270962560777542,3.8734248893214382,True,6.101126596249758,4.072949877471107,1.2502846333775974,False,True,0.2367926508681768,0.0014175170271922134,0.5,2500.0,-1.0,0.19650800206795083,0.013317071646381018,0.75,2500.0,-2.0,0.2813895241132872,0.000982333743974571,0.25,7500.0,-1.0,0.2942971374251268,0.01244998802389108,0.75,7500.0,-3.0,87.0,0.00415
208,100000.0,100000.0,3.388999851553407,-2.1178198128501418,3.0160935895268564,16.11238425296332,0.4213327505985197,3.443930641943718,False,6.798234268165335,5.41243457184704,1.1451868058456018,False,True,0.22910545004470934,0.002583555920807958,0.0,5000.0,-4.0,0.16593331440498507,0.005725047999339938,0.5,5000.0,-1.0,0.26603137991641235,0.0024395631925335655,0.5,5000.0,-1.0,0.2540883280750154,0.006359477814713944,1.0,5000.0,-2.0,64.0,0.0027
209,100000.0,1000.0,3.0086138405987457,-1.8319899649892875,3.015945918527005,16.98403741886633,0.5321245723064143,3.2872373796534475,False,5.836215206151114,5.845576217867325,1.3090541781308849,True,False,0.20471688841016672,0.004424363338917338,0.25,2500.0,-2.0,0.1644854394915644,0.006215720969208758,0.75,5000.0,-4.0,0.27567498566369675,0.0025707888091836334,0.5,5000.0,-3.0,0.2937722855193199,0.008762852260806055,0.75,2500.0,-1.0,43.0,0.00185
210,100000.0,10000.0,4.354183296124038,-1.5515543099069908,3.7611152688167193,16.971139705676176,0.5497355442431646,3.1691168913323065,False,5.8900403459969874,5.639936656635692,1.4088414534381093,False,True,0.2558503723925312,0.002885154467812315,1.0,5000.0,-4.0,0.18326082312688868,0.0023948777402432574,1.0,2500.0,-2.0,0.2894696285919439,0.0008374596038022595,0.0,2500.0,-2.0,0.2741733495646555,0.0032105744366250333,0.25,5000.0,-1.0,523.0,0.023
211,100000.0,1000.0,4.410686188227221,-3.372689343236971,3.6962748965549936,16.8344519532665,0.5662392446267117,3.6737236605024934,True,5.683519753424488,5.306309993902296,1.3368265305672484,True,True,0.19358124376629432,0.00269370725846778,1.0,2500.0,-2.0,0.2126024308641519,0.009592215813803956,0.0,2500.0,-2.0,0.17866631852449277,0.0017237503943307608,1.0,5000.0,-1.0,0.2736874907984092,0.0023534797393779984,0.75,5000.0,-3.0,0.0,0.0
212,100000.0,10000.0,3.8227184588773366,-1.3296910652890992,3.04933164049014,16.091909517590164,0.48984289451795393,3.5022649534922463,False,6.62422997971095,4.876960017349297,1.2696468040656288,False,True,0.1945022539954993,0.002455143150162042,0.75,5000.0,-3.0,0.18078665580553427,0.007927907861435522,0.5,2500.0,-3.0,0.1924938475505245,0.0005177233354309005,1.0,7500.0,-2.0,0.27679916968568236,0.006124056389870366,0.75,2500.0,-2.0,470.0,0.02085
213,100000.0,1000.0,3.4193554607693657,-2.875107144443404,3.5800490415701067,16.963494581517885,0.4996390838074456,3.6487864785212802,False,6.262953549902998,4.927612820234799,1.3239135605814494,True,True,0.19882991637718603,0.0032036458071263833,1.0,7500.0,-1.0,0.17815682730002297,0.013713058865493595,1.0,2500.0,-4.0,0.12474590585828611,0.0014851016798202725,0.25,2500.0,-1.0,0.2679584787050806,0.008435005015522086,1.0,7500.0,-2.0,0.0,0.0
214,100000.0,10000.0,0.9601130140855165,-0.9133263324678814,3.749617703298945,16.4200883293354,0.47408514902735827,3.9734132366739585,True,6.355949790396375,4.625000351970435,1.1641236716864487,True,True,0.2118472927889561,0.001919595492229632,0.25,2500.0,-3.0,0.17201062081197985,0.00872973204141524,0.75,7500.0,-2.0,0.25453007179282333,0.0014596010902810323,0.25,2500.0,-4.0,0.3076208248459078,0.003980201925782191,0.5,2500.0,-1.0,126.0,0.00615
