,InitialCont,ClusterSize,Time_CE_H,Total_CE_H_Dieoff,Time_H_PC,Temp_H_PC,Time Precooling,Temp Precooling,Pre_cooling,Time_Storage_R,Temp_Storage_R,PreWashRed,PreWashYN,WashingYN,Tr_Sh_P,Tr_P_Sh,Sh_Compliance,Sh_San_freq,Sh_San_Eff,Tr_Cv_P,Tr_P_Cv,Cv_Compliance,Cv_San_freq,Cv_San_Eff,Tr_St_P,Tr_P_St,St_Compliance,St_San_freq,St_San_Eff,Tr_C_P,Tr_P_C,C_Compliance,C_San_freq,C_San_Eff,TotalCFUFP,PropCont
10,100000.0,100000.0,4.935247614359801,-2.9814177033796496,3.056695829097884,16.016134813708994,0.5996646938168042,3.3707613680755926,False,5.504082792186113,4.405464139848965,1.1874108619546364,True,True,0.2453557561708872,0.003444111621062878,0.75,7500.0,-2.0,0.16056278359960546,0.0067504309369535555,0.0,5000.0,-2.0,0.25975809882298206,0.0017780947138055303,1.0,7500.0,-2.0,0.2767325537430968,0.008557632720340283,0.0,2500.0,-1.0,0.0,0.0
11,100000.0,10000.0,3.5385808028111665,-3.1278122620336735,2.4530564427384745,16.13233259509582,0.5753240655648018,3.1802108279261336,True,6.88892203104468,4.526405733270355,1.1100963163450783,True,True,0.21526035956703587,0.0022341420931210956,1.0,5000.0,-1.0,0.15589301476836728,0.006566989508888799,1.0,2500.0,-4.0,0.2940947991439019,0.0009058129241796501,0.75,7500.0,-1.0,0.27851655194518465,0.0065019351903850935,1.0,7500.0,-1.0,0.0,0.0
12,100000.0,1000.0,6.034386727108811,-5.603575239786418,3.3264057586932125,15.549496339700513,0.5720614651096073,3.946699173721147,True,6.717486977108349,5.2223784746960025,1.249900002941,False,True,0.2623794177890741,0.0017323765950770541,0.5,7500.0,-2.0,0.19378126905568788,0.008174975257866361,0.5,5000.0,-1.0,0.1646327193295496,0.0012405779830812927,0.0,2500.0,-3.0,0.2363328871617019,0.006490983926314697,0.5,2500.0,-2.0,0.0,0.0
13,100000.0,100000.0,2.2747433954177354,-2.1861499680590004,2.9845881304633703,16.44436356440576,0.47198924854944213,3.6394538537937926,False,6.527221748473555,4.589073363960393,1.132047233747776,True,False,0.21704591749545982,0.004214617242735504,0.25,2500.0,-2.0,0.18073432172558784,0.004831563350376606,0.0,2500.0,-1.0,0.27738545956485916,0.0006146783704103422,1.0,2500.0,-3.0,0.2942566670658128,0.0054064040752055745,0.25,7500.0,-1.0,157.0,0.00265
14,100000.0,1000.0,3.5421603375853508,-2.1228952541887103,2.1757151488863227,16.985342845736845,0.5426085267706757,3.739036769784051,False,6.9084550457056615,4.282843403045872,1.3200094316614381,True,False,0.17900630162199363,0.002010260410147074,0.5,7500.0,-3.0,0.2094262539642483,0.002007682299004444,0.0,7500.0,-3.0,0.23130244307466027,0.002727348092400728,0.0,5000.0,-4.0,0.2955662411269298,0.003659403027543747,0.25,5000.0,-4.0,7.0,0.00035
15,100000.0,10000.0,5.416473541577364,-4.55383921422751,2.558218986227936,16.050200848990173,0.5092995853269934,3.014698451980641,False,6.8469716858627745,4.1179719974458555,1.3543338100202142,True,False,0.19444769812138654,0.00288059827881052,0.75,7500.0,-1.0,0.18783280392589416,0.007311630026454446,1.0,5000.0,-3.0,0.2895037975460244,0.0022860202124172693,0.0,2500.0,-3.0,0.29077800499488704,0.003181088111216957,1.0,7500.0,-4.0,0.0,0.0
16,100000.0,10000.0,4.931965626577066,-2.307568330828133,2.86260613394842,16.070726544343668,0.4052908094744506,3.2399257685537997,True,6.423966002794777,4.142741755585594,1.25416997884983,False,False,0.2561117291471552,0.002329927962047331,0.25,7500.0,-2.0,0.1799484014519807,0.005418648246751947,0.75,5000.0,-4.0,0.2543596546833027,0.0005308646205495905,1.0,5000.0,-1.0,0.2831106787536271,0.0120876897064596,0.25,5000.0,-3.0,160.0,0.0078
17,100000.0,1000.0,4.68602769172495,-3.5793883518764034,2.9910845629157183,15.728962632540918,0.40689951661099333,3.2419594093571633,False,6.754546345325886,5.941121793075674,1.4292392184369311,False,True,0.2209315991785708,0.004393283754274024,0.25,7500.0,-1.0,0.16361500320769443,0.01195421369917921,0.5,2500.0,-1.0,0.13457045894662695,0.00040901314542975516,0.0,5000.0,-2.0,0.30860071629849384,0.011134361152618968,0.5,7500.0,-4.0,3.0,0.00015
18,100000.0,10000.0,5.852894688278794,-4.071134360970864,3.9017603969181387,16.4631837085873,0.40548083972216553,3.4179138357256544,True,5.239470081375483,4.891941142519346,1.264136539362997,False,True,0.2209406140657776,0.0017422021769898863,0.25,7500.0,-4.0,0.1785470995005241,0.011484111671086211,0.5,5000.0,-4.0,0.23834485213342707,0.0016312872768870813,0.25,7500.0,-1.0,0.2608848863299866,0.011236969457754608,0.0,7500.0,-3.0,0.0,0.0
19,100000.0,100000.0,4.0625925802564655,-3.2584732388045494,2.995535199883318,16.213465577100667,0.4124351517776801,3.288400265005264,False,5.403511981471275,4.011185563618644,1.4091546026811477,True,False,0.25885173554871455,0.00405462402487838,0.25,2500.0,-1.0,0.19343658649012246,0.0035159625959149004,0.25,7500.0,-2.0,0.2602696205755114,0.0014113905325388058,0.75,2500.0,-3.0,0.2933216489972431,0.009879586430209919,0.0,5000.0,-2.0,0.0,0.0
20,100000.0,100000.0,6.147892486653678,-6.029653849692825,3.0894848484151995,15.122154884256748,0.4932889476892073,3.1910660367474013,True,6.137289738318371,5.903252618866778,1.1408665147531212,True,True,0.21215384742847854,0.0021771680877255718,0.0,5000.0,-2.0,0.20414544109214072,0.007851086680091482,0.0,2500.0,-2.0,0.262058368899907,0.0006079952449075639,0.0,2500.0,-3.0,0.2945093352567802,0.0037181174939622096,0.0,5000.0,-3.0,0.0,0.0
21,100000.0,100000.0,4.958656542658481,-2.0589724542223293,2.8429237472690323,16.019195792704785,0.5695463978970058,3.5263940701992564,False,6.150670470906385,5.09068807856831,1.2073254014706982,False,False,0.1892703512998059,0.0031423665570616153,0.0,5000.0,-4.0,0.16967610522602575,0.0033252116539811355,1.0,5000.0,-1.0,0.1719889829470486,0.0010166481555185535,0.25,7500.0,-4.0,0.2777541660246087,0.009337795278506096,0.5,5000.0,-2.0,457.0,0.0182
22,100000.0,1000.0,3.2226784759380167,-1.758049119946818,3.392932593765095,15.715150759480712,0.41776600364013594,3.540066623152452,False,6.455617215114598,5.262596220594944,1.2746916815420772,True,False,0.2388707242287455,0.003933734500731282,0.5,7500.0,-1.0,0.20420260628355794,0.008199399127077494,0.75,2500.0,-1.0,0.23015123048197675,0.0005654316458425139,0.0,5000.0,-1.0,0.23789089837975574,0.008168907091331789,1.0,7500.0,-2.0,55.0,0.0023
23,100000.0,10000.0,5.58945747937133,-4.080703923610562,2.9232304901623793,15.311533142165578,0.5502873408842003,3.1224408116990783,True,5.4710939838682355,4.641339932967266,1.1917450379529884,False,True,0.21509253689572744,0.0021813645816358912,0.0,7500.0,-1.0,0.20855708782783228,0.004950293971564606,0.25,2500.0,-4.0,0.21983673749081456,0.0012300641050111694,0.25,5000.0,-1.0,0.2865843821980895,0.004987185622238398,0.5,5000.0,-4.0,1.0,5e-05
24,100000.0,10000.0,4.993380643533853,-3.838962209991869,3.9155766120414564,15.818437315547461,0.561531334700865,3.8851813936427266,True,5.895913203832114,5.523622448170993,1.360084301523494,True,False,0.21615672146170636,0.0031315190651812013,1.0,7500.0,-3.0,0.17597813406047774,0.009762358288330213,1.0,5000.0,-1.0,0.25840029256070596,0.0011808131929574991,0.5,2500.0,-4.0,0.26832982295835633,0.002830989447571009,1.0,7500.0,-2.0,2.0,0.0001
25,100000.0,100000.0,2.87728787190637,-1.8115573417672974,3.563459475477074,15.017674012141374,0.5113643256779056,3.2359290062444526,True,5.2776507419161165,4.277367467271694,1.1559803550811811,True,True,0.22821371288029646,0.002144069146128331,0.0,5000.0,-2.0,0.17366752775148528,0.00941366942472069,0.0,5000.0,-4.0,0.12771516679554518,0.001784303478079596,1.0,7500.0,-2.0,0.24762330487228099,0.0006528396614173961,0.75,7500.0,-4.0,3.0,0.00015
26,100000.0,1000.0,6.583018350118338,-5.768869900037789,3.578106745402759,15.35755143232631,0.4925632065897438,3.1721036112346646,False,6.805137778708569,5.732614920874485,1.2647739214957068,False,True,0.2472398656122429,0.003275708949873577,0.75,5000.0,-1.0,0.16949309525415737,0.008848888084789137,0.0,7500.0,-3.0,0.2725460203769772,0.002546168403620896,0.0,2500.0,-3.0,0.25228662925381173,0.0024734873492381977,0.5,2500.0,-3.0,0.0,0.0
27,100000.0,10000.0,7.554011741973783,-4.950084079335824,2.3881144034299524,15.54183197561573,0.5635023226551786,3.240681570001766,True,5.31466458373998,4.8173315551133316,1.4499411844900043,False,True,0.23697819181083432,0.001149924979020845,0.0,7500.0,-3.0,0.19713815771781923,0.010880347738249791,0.25,5000.0,-3.0,0.150456526336246,0.0020001104965447847,1.0,7500.0,-1.0,0.2527872864223119,0.012641019927140876,0.75,2500.0,-2.0,0.0,0.0
28,100000.0,100000.0,7.386821028764164,-3.1010643068559918,3.707231513293897,16.26422792012174,0.4988302428913,3.333487904299124,True,5.524235891479327,4.0504084064935935,1.1025285981442066,True,True,0.20559463026231733,0.0009031574145451106,0.25,5000.0,-1.0,0.17266396543306692,0.0037590394887850207,0.75,2500.0,-2.0,0.18030157333155886,0.002440109349774862,0.25,2500.0,-2.0,0.24894926944045992,0.004407614214701696,0.75,7500.0,-3.0,0.0,0.0
