,InitialCont,ClusteringPer,ClusterSize,Time_CE_H,SampleSize,SamplesPSublot,NumberGrabs,Harvest Wash Red,Pre_cooling,WashingYN,TotalCFUFP
87,45400000.0,1.0,100000.0,4.443085559051404,1200.0,1.0,600.0,1.3845228151626972,True,True,0.0
88,45400000.0,2.0,10000.0,5.785310103489614,1200.0,1.0,1200.0,1.261736536743178,True,True,0.0
89,45400000.0,1.0,100000.0,5.355567538835615,60.0,1.0,1.0,1.2808278349504205,False,False,1280.0
90,454000000.0,1.0,1000.0,5.703389619495919,240.0,4.0,300.0,1.3222024282169467,False,False,0.0
91,4540000.0,2.0,100.0,6.746712406054342,60.0,5.0,300.0,1.1057444509806031,True,False,109.0
92,454000000.0,1.0,100000.0,4.244006529670509,1200.0,1.0,1200.0,1.3783799944221842,True,False,0.0
93,454000.0,1.0,100000.0,5.608741142683933,600.0,4.0,240.0,1.3706129913598102,True,False,0.0
94,454000000.0,3.0,100.0,3.413531685323685,120.0,6.0,600.0,1.3457175497368863,False,True,13849.0
95,45400.0,3.0,1000.0,5.5101905079580344,1200.0,10.0,120.0,1.355573342375915,False,False,0.0
96,4540000.0,2.0,1000.0,3.384290227327789,600.0,6.0,1200.0,1.1592790673484676,True,True,145.0
97,4540.0,1.0,100000.0,7.477779397318219,1200.0,10.0,240.0,1.3654699544565068,False,True,0.0
98,454000000.0,1.0,1000.0,5.607869882248429,600.0,4.0,600.0,1.2695522668145185,False,True,0.0
99,454000000.0,1.0,1000.0,3.495106303446918,120.0,1.0,1.0,1.2494042579192113,False,True,15141.0
100,4540.0,3.0,1000.0,3.8798841649128963,240.0,8.0,240.0,1.3654242703028212,True,True,0.0
101,45400000.0,1.0,100000.0,3.284110461129538,1200.0,2.0,1.0,1.3529511566556292,False,False,3311.0
102,4540000.0,2.0,10000.0,4.594630886947862,240.0,9.0,120.0,1.3686252155136056,False,True,0.0
103,45400.0,1.0,100.0,5.637407225893576,60.0,5.0,240.0,1.145095781028547,False,False,1.0
104,4540.0,3.0,1000.0,3.1835523429416943,120.0,7.0,1.0,1.2693725176004216,False,True,0.0
105,4540000.0,4.0,10000.0,2.9602099237135837,240.0,2.0,60.0,1.250798847820377,False,True,110.0
106,45400.0,1.0,10000.0,6.920814220883668,600.0,9.0,60.0,1.199096945562178,False,False,0.0
107,454000.0,2.0,10000.0,6.173521203159148,1200.0,1.0,300.0,1.144497489155639,False,False,5.0
108,454000000.0,1.0,100.0,4.184598162374721,600.0,1.0,240.0,1.2598926217102084,False,True,0.0
109,4540.0,1.0,10000.0,2.633654285279551,60.0,8.0,300.0,1.3047595193301287,True,True,0.0
110,4540000.0,1.0,100.0,7.11461326446549,1200.0,6.0,240.0,1.3376013899246955,True,True,0.0
111,454000000.0,4.0,1000.0,3.465238495490855,120.0,5.0,1200.0,1.3699384188074997,True,True,11233.0
112,454000.0,1.0,10000.0,6.4078545769228,1200.0,3.0,600.0,1.204798776913021,False,False,2.0
113,45400.0,1.0,100000.0,6.095304631741342,60.0,9.0,120.0,1.3999810069251846,True,True,0.0
114,4540000.0,4.0,1000.0,4.883867240601248,60.0,3.0,600.0,1.2801118853468239,False,True,7.0
115,454000.0,3.0,1000.0,2.7123233048829465,1200.0,8.0,1.0,1.1742154465176335,True,False,69.0
116,4540.0,2.0,100.0,3.129282951767079,240.0,4.0,300.0,1.243264054571462,True,True,0.0
117,454000000.0,1.0,1000.0,7.140880230798635,60.0,1.0,1.0,1.1187740852199402,False,False,9896.0
118,454000.0,3.0,100.0,6.275990384473272,120.0,2.0,300.0,1.3180539633394555,False,False,9.0
119,454000.0,2.0,1000.0,3.1128552501223234,120.0,5.0,1200.0,1.2298436949713352,False,False,45.0
120,45400.0,2.0,1000.0,3.5566858597384243,1200.0,5.0,600.0,1.2845338732652472,True,False,1.0
121,454000.0,1.0,1000.0,4.209348993764204,600.0,7.0,1200.0,1.2567153447517323,True,False,0.0
122,45400.0,1.0,10000.0,2.9121579867960476,1200.0,4.0,600.0,1.2014727808108336,True,False,5.0
123,45400.0,4.0,10000.0,3.0928005121980764,60.0,1.0,1200.0,1.3832307003231339,False,False,0.0
124,45400000.0,1.0,10000.0,4.392401875696308,1200.0,10.0,600.0,1.325641843955063,False,True,0.0
125,4540.0,4.0,100.0,5.769686433361141,60.0,8.0,1200.0,1.1650399746006228,True,True,0.0
126,45400000.0,4.0,100.0,5.717680287348955,600.0,1.0,240.0,1.135200635414861,False,False,0.0
127,45400000.0,1.0,100000.0,4.8492760824241525,120.0,5.0,1200.0,1.2361764720407753,False,False,0.0
128,4540000.0,4.0,100.0,3.3417547630851683,120.0,4.0,600.0,1.2493240083386659,True,False,347.0
129,454000.0,3.0,100.0,6.460695957295329,240.0,3.0,60.0,1.3908718690008581,False,False,6.0
130,454000000.0,1.0,100.0,4.15696799165425,600.0,4.0,120.0,1.1223401138635591,False,True,0.0
131,454000000.0,1.0,1000.0,4.348831683820665,120.0,5.0,1200.0,1.3186013965943109,False,True,0.0
132,454000000.0,3.0,100.0,4.008936506666415,120.0,3.0,600.0,1.1835735263718212,False,False,0.0
133,454000000.0,1.0,100000.0,3.229839369952217,60.0,4.0,600.0,1.1414185459750334,True,True,17053.0
134,45400.0,3.0,10000.0,5.754060423177389,60.0,10.0,1.0,1.1597484322732508,True,False,0.0
135,454000.0,1.0,100000.0,5.682743111587934,1200.0,1.0,60.0,1.2349424820268333,False,True,0.0
136,45400.0,2.0,1000.0,3.5265854431281882,600.0,10.0,300.0,1.3776093523066495,False,True,0.0
137,4540.0,3.0,10000.0,2.9912767277676506,120.0,1.0,600.0,1.177681638380877,False,True,0.0
138,4540.0,1.0,1000.0,6.08040389491723,600.0,3.0,120.0,1.1780089524484143,False,False,0.0
139,4540000.0,4.0,1000.0,4.434765292030817,600.0,8.0,1200.0,1.398485095302822,True,True,0.0
140,454000000.0,1.0,100.0,6.407387574924645,240.0,5.0,300.0,1.2329063816712145,True,True,0.0
141,454000000.0,3.0,100.0,2.5594567617521506,120.0,10.0,600.0,1.3726433903863846,True,False,56265.0
142,45400000.0,1.0,100000.0,3.5921935304500483,240.0,7.0,60.0,1.2093231871430379,True,True,867.0
143,45400000.0,1.0,10000.0,4.8751115918350365,1200.0,9.0,120.0,1.312550525816442,False,True,0.0
144,4540000.0,4.0,1000.0,6.2046275099062145,1200.0,10.0,240.0,1.2171429918852918,True,True,0.0
145,454000000.0,3.0,10000.0,4.423105283568501,120.0,8.0,300.0,1.2005227882577547,False,False,0.0
146,45400.0,2.0,10000.0,2.7151661219111447,120.0,7.0,600.0,1.2351365460996768,True,True,0.0
147,45400000.0,1.0,10000.0,6.18031150302539,60.0,6.0,120.0,1.3251965615178067,False,False,0.0
148,454000.0,1.0,100000.0,6.590805953825712,600.0,8.0,600.0,1.105805690177755,False,True,0.0
149,4540.0,3.0,10000.0,4.960279757153871,600.0,8.0,1200.0,1.2230695149070943,True,False,0.0
150,454000.0,2.0,1000.0,4.276400331806442,240.0,9.0,600.0,1.279454783025739,True,False,0.0
151,4540.0,2.0,10000.0,5.297004699489612,1200.0,5.0,1.0,1.227862393827244,True,True,0.0
152,454000000.0,4.0,1000.0,3.105324298391288,600.0,3.0,1200.0,1.12824831789397,False,False,61161.0
153,45400.0,3.0,10000.0,6.541393418658994,1200.0,9.0,1200.0,1.1453549175206288,False,False,0.0
154,45400.0,2.0,1000.0,5.45874140670015,60.0,7.0,300.0,1.2019791850309904,False,True,0.0
155,4540.0,1.0,100000.0,3.3539307139550787,120.0,3.0,60.0,1.3425709201326064,True,False,0.0
156,45400000.0,1.0,10000.0,4.797460621518701,1200.0,4.0,1.0,1.3951695419711234,False,False,0.0
157,45400000.0,3.0,10000.0,3.8606670806778602,60.0,9.0,60.0,1.2315734700423953,True,False,3371.0
158,4540000.0,4.0,100.0,5.565770803007276,600.0,1.0,1.0,1.154100376103023,False,True,16.0
159,454000000.0,2.0,10000.0,6.471898124488982,120.0,4.0,240.0,1.328950376906108,True,True,0.0
160,4540.0,1.0,1000.0,6.388826781049371,60.0,5.0,120.0,1.3924534770046815,True,False,0.0
161,45400000.0,1.0,10000.0,3.102277789998812,240.0,8.0,1.0,1.16415077260422,False,False,5682.0
162,4540000.0,1.0,100.0,7.054765693607376,120.0,10.0,600.0,1.288132583787795,False,True,0.0
163,454000.0,2.0,10000.0,4.446773409670472,120.0,8.0,120.0,1.2480124057876536,True,False,0.0
164,454000000.0,3.0,100.0,7.42140763156318,600.0,3.0,60.0,1.1647866923552532,True,True,0.0
165,45400000.0,1.0,100000.0,6.067908603147619,120.0,6.0,120.0,1.3437109297385552,False,False,0.0
166,4540.0,3.0,1000.0,2.4675001932090592,1200.0,4.0,240.0,1.3776042862645153,True,False,0.0
167,4540.0,2.0,10000.0,4.326084974178983,240.0,9.0,1.0,1.2249274628862965,True,True,0.0
168,454000.0,1.0,100000.0,3.608049941936257,240.0,7.0,300.0,1.3074383868726571,True,True,0.0
169,4540.0,3.0,1000.0,4.059998898568559,240.0,8.0,240.0,1.3002323082263039,True,True,0.0
170,45400.0,2.0,100.0,6.530538216495836,240.0,7.0,120.0,1.3940780558266292,False,False,0.0
171,4540000.0,1.0,1000.0,5.068008160453947,240.0,7.0,120.0,1.2029570163659473,False,True,0.0
172,4540.0,1.0,100000.0,4.484500030530528,120.0,1.0,600.0,1.3140020517076056,False,False,0.0
173,4540.0,2.0,100.0,5.948200598456092,120.0,9.0,1.0,1.1847376802412832,True,False,0.0
174,454000.0,2.0,100.0,4.935643045880017,240.0,3.0,60.0,1.1581734900084424,True,False,22.0
175,45400000.0,1.0,100000.0,4.765526122803941,600.0,8.0,240.0,1.1474689540655831,True,True,0.0
176,4540000.0,1.0,100.0,3.8389940595257817,240.0,5.0,300.0,1.2028505763365391,True,True,103.0
177,4540000.0,1.0,10000.0,2.846885241649868,600.0,8.0,1.0,1.2457318422194863,False,False,608.0
178,4540.0,2.0,100.0,5.081732932868711,1200.0,5.0,1.0,1.1405952999102258,False,False,0.0
179,4540.0,1.0,1000.0,3.9972799906113057,240.0,9.0,1200.0,1.1505160155938516,False,True,0.0
180,454000.0,3.0,100.0,3.439705279950304,120.0,7.0,300.0,1.2870157033337282,False,False,33.0
181,45400000.0,1.0,1000.0,5.578291422316911,240.0,5.0,1200.0,1.389433026120782,True,False,0.0
182,45400.0,1.0,100000.0,4.858520328908769,1200.0,1.0,120.0,1.2902056855701596,True,True,0.0
183,4540.0,4.0,1000.0,3.539135719651747,60.0,5.0,1200.0,1.140238729990753,True,True,0.0
184,454000000.0,4.0,10000.0,3.3709147172877207,120.0,2.0,300.0,1.1950379974495033,True,True,15147.0
185,454000000.0,4.0,100.0,3.2950479023732173,1200.0,5.0,600.0,1.1802140169441628,False,False,50680.0
186,4540000.0,1.0,1000.0,3.1144707174428192,120.0,2.0,1200.0,1.2569929406117444,False,True,172.0
187,45400000.0,1.0,1000.0,4.15482910701871,1200.0,6.0,300.0,1.128389409946833,False,False,0.0
188,4540.0,2.0,10000.0,4.657745308636531,600.0,3.0,1.0,1.1780240350811766,False,True,0.0
189,45400000.0,1.0,100000.0,4.153914575443077,60.0,10.0,600.0,1.29952542786386,False,True,0.0
190,45400000.0,2.0,10000.0,3.3517086264905855,60.0,4.0,120.0,1.261006077679165,False,True,1146.0
191,454000.0,2.0,1000.0,7.547866378436653,600.0,1.0,1.0,1.2596352146305079,True,True,0.0
192,4540.0,2.0,1000.0,6.9272222362021285,1200.0,3.0,1200.0,1.1505142134217021,False,True,0.0
193,4540000.0,1.0,100000.0,3.092649586015349,1200.0,2.0,600.0,1.1191141170914833,True,True,74.0
194,454000000.0,1.0,100000.0,3.3664778972870986,1200.0,3.0,1.0,1.1569471377075997,False,True,17117.0
195,4540000.0,4.0,10000.0,3.955446761884578,120.0,8.0,1.0,1.2943077616064875,True,True,30.0
196,454000.0,2.0,10000.0,5.35974890888104,600.0,5.0,1.0,1.251939890505432,False,True,1.0
197,4540000.0,2.0,10000.0,5.992325386086394,1200.0,2.0,60.0,1.1543375086223708,False,True,3.0
198,4540.0,1.0,1000.0,3.625452679170164,240.0,8.0,300.0,1.2859949181859534,True,False,0.0
199,454000000.0,1.0,100000.0,6.715213818564792,60.0,1.0,1200.0,1.2820390431316666,False,True,136.0
