,InitialCont,ClusteringPer,ClusterSize,Time_CE_H,Total_CE_H_Dieoff,SampleSize,SamplesPSublot,NumberGrabs,Harvest Wash Red,Pre_cooling,WashingYN,TotalCFUFP
93,45400000.0,1.0,100000.0,3.4638334028110815,-2.469094674082611,1200.0,4.0,1.0,1.21187380942339,True,False,10635.0
94,4540.0,1.0,100000.0,5.421664646647006,-3.5753557213207348,240.0,3.0,60.0,1.317157603599315,True,False,0.0
95,454000.0,2.0,100.0,4.056862726217916,-3.7380395637185804,120.0,10.0,1.0,1.1918651882891151,True,True,0.0
96,454000.0,3.0,10000.0,2.5758992217216754,-2.272634537610569,120.0,7.0,600.0,1.2905587511216945,False,False,136.0
97,454000000.0,3.0,10000.0,4.255330877698995,-2.0065149683942494,60.0,7.0,600.0,1.2326616713353715,False,False,0.0
98,454000.0,1.0,10000.0,6.236870821621365,-6.279256307269258,600.0,7.0,300.0,1.2179096278326542,False,True,0.0
99,454000.0,3.0,10000.0,3.1223574243368155,-1.701561919966412,240.0,2.0,60.0,1.3547923128444033,False,False,425.0
100,45400000.0,1.0,100000.0,4.122598207339699,-3.227873120384697,240.0,2.0,1.0,1.1139489295724148,True,False,721.0
101,4540.0,1.0,100000.0,2.3829582672494314,-2.008210507692242,600.0,1.0,300.0,1.389902843082676,True,True,0.0
102,454000000.0,1.0,100000.0,5.295476414880158,-5.22954306483154,600.0,2.0,120.0,1.2944706890895956,False,False,0.0
103,45400000.0,1.0,100000.0,2.7283855374089265,-2.3951839984874783,1200.0,4.0,600.0,1.3667168427613694,False,True,3084.0
104,45400000.0,2.0,100.0,4.588847150762753,-2.4370553192686493,60.0,7.0,1200.0,1.1532923958193597,False,True,0.0
105,45400.0,2.0,1000.0,4.343859088064405,-2.552765849832452,1200.0,7.0,120.0,1.2322322608844865,True,True,0.0
106,454000000.0,1.0,100000.0,5.85068934596101,-2.4015800471370685,60.0,3.0,120.0,1.3582568467485037,False,True,0.0
107,45400.0,1.0,100.0,4.055974298092005,-3.2002736256948867,1200.0,7.0,240.0,1.2688237236487838,False,False,0.0
108,454000000.0,4.0,100.0,4.683656305679664,-3.2325149308283785,60.0,4.0,300.0,1.163574154454716,True,False,0.0
109,454000.0,1.0,100.0,5.215932158501101,-4.823117040449459,60.0,3.0,600.0,1.3067555208525423,False,False,0.0
110,45400000.0,1.0,1000.0,4.416640040432894,-3.5351190787333153,240.0,7.0,1.0,1.3311921392047794,True,True,25.0
111,454000.0,3.0,10000.0,3.524093032169638,-3.2328860527668044,120.0,8.0,300.0,1.1188793310737886,False,True,0.0
112,4540000.0,2.0,10000.0,3.032472554209848,-2.638129724953114,1200.0,9.0,120.0,1.2610330666011629,False,False,705.0
113,4540.0,3.0,1000.0,4.037219115560047,-2.827741549840278,1200.0,3.0,1.0,1.2833302927489378,False,True,0.0
114,454000000.0,4.0,1000.0,3.324521188781076,-3.10088159557856,60.0,8.0,1.0,1.3542291407759515,False,True,5134.0
115,4540.0,1.0,100000.0,6.754029672741938,-6.983895052326218,60.0,9.0,1.0,1.1007705400916115,True,True,0.0
116,4540000.0,3.0,1000.0,2.9990117780901255,-2.918152924052768,120.0,2.0,300.0,1.1088023970705043,True,False,475.0
117,4540000.0,4.0,100.0,5.284687065979666,-3.2324600350822554,600.0,6.0,240.0,1.1813710562473145,True,False,0.0
118,4540.0,4.0,10000.0,4.662714346282234,-4.651407580490474,240.0,2.0,300.0,1.107642335678858,True,True,0.0
119,45400000.0,4.0,1000.0,4.02157534360917,-3.0627999879729964,240.0,10.0,120.0,1.3335825698245203,True,True,0.0
120,454000000.0,4.0,10000.0,3.538851022261272,-2.591506000704778,240.0,3.0,600.0,1.3479955032798308,False,True,23084.0
121,45400.0,1.0,100000.0,5.5590827639987594,-4.418491840300044,1200.0,5.0,600.0,1.3696177622949766,True,False,0.0
122,4540000.0,1.0,10000.0,6.8847204146319285,-4.3060847480085584,1200.0,4.0,1.0,1.3706786457965157,True,False,0.0
123,4540000.0,1.0,100000.0,3.815140915155996,-2.5226990954478623,60.0,5.0,600.0,1.1339856962755817,False,True,196.0
124,4540.0,1.0,100000.0,7.4026145876000395,-3.1891967778326267,600.0,10.0,240.0,1.1170769026838736,False,True,0.0
125,45400.0,2.0,1000.0,2.9104620363546987,-1.7226373980369203,120.0,8.0,600.0,1.1165312808747112,True,False,68.0
126,454000.0,4.0,10000.0,6.850442032593474,-4.947610100180959,240.0,4.0,120.0,1.1302324202736622,True,True,0.0
127,454000.0,2.0,1000.0,6.467994250485068,-4.426033514000389,240.0,2.0,300.0,1.2776336364919774,False,True,0.0
128,45400000.0,1.0,100000.0,6.103880694890646,-5.470320992326623,120.0,2.0,60.0,1.220235950817578,False,True,0.0
129,45400000.0,1.0,100000.0,4.970187582266805,-3.407288433603189,60.0,9.0,1.0,1.2205261432313057,True,False,0.0
130,454000000.0,3.0,10000.0,3.771625731583195,-2.714078159562022,240.0,8.0,60.0,1.2784045574495173,True,False,47450.0
131,454000000.0,2.0,10000.0,5.390907068556263,-3.8309438153306883,240.0,7.0,300.0,1.254526496452131,False,True,0.0
132,45400.0,1.0,10000.0,5.080130540568877,-5.247222360187179,1200.0,10.0,240.0,1.1256371510195893,True,True,0.0
133,454000000.0,1.0,100000.0,2.668373531397047,-2.480620723975792,1200.0,3.0,300.0,1.2765403088117877,False,False,84805.0
134,454000.0,3.0,10000.0,4.915489608048224,-2.2503970323646394,240.0,1.0,120.0,1.3479826183174037,False,True,0.0
135,4540000.0,1.0,10000.0,2.2353032783604085,-1.4096213247873444,120.0,10.0,300.0,1.2320750059466543,False,True,4054.0
136,4540.0,1.0,100000.0,4.406940462966998,-2.4484586529701775,120.0,8.0,120.0,1.347481244381748,True,False,0.0
137,454000.0,1.0,1000.0,3.8241894536865786,-3.9404457028765507,600.0,5.0,1200.0,1.2337601268048954,True,False,3.0
138,45400000.0,1.0,100.0,5.801078172348907,-3.575246387411841,240.0,2.0,1200.0,1.1073127924197612,False,False,0.0
139,454000.0,1.0,100000.0,5.878735359259208,-4.686276859905879,1200.0,9.0,1.0,1.36631977858388,True,False,0.0
140,45400000.0,1.0,100000.0,4.672311371331846,-1.5946653757643527,600.0,9.0,60.0,1.3245799842221802,False,False,0.0
141,454000000.0,1.0,100000.0,3.5128996945634854,-2.944463289826154,120.0,9.0,300.0,1.3547881999219187,False,False,24038.0
142,454000000.0,3.0,10000.0,4.89186317857462,-3.385396783917558,240.0,9.0,240.0,1.325608530923184,False,True,0.0
143,4540000.0,1.0,100.0,5.352771636006507,-4.547781074044647,120.0,3.0,60.0,1.3283284400567366,False,True,0.0
144,45400000.0,2.0,10000.0,2.75070084096808,-1.1889753155811233,120.0,4.0,1.0,1.1948256171859004,False,True,92938.0
145,454000000.0,3.0,10000.0,5.409048388809792,-3.8965708938190793,1200.0,8.0,120.0,1.3624673376070133,True,True,0.0
146,45400.0,1.0,100000.0,7.334154464595113,-5.329613875990008,1200.0,6.0,600.0,1.2559135409652873,True,False,0.0
147,45400000.0,1.0,10000.0,4.034407022359661,-2.0229639096338135,600.0,7.0,1.0,1.251766486678288,True,False,0.0
148,45400.0,4.0,10000.0,5.453238863102689,-4.9882600490115765,60.0,1.0,60.0,1.3438680737621245,True,True,0.0
149,4540000.0,1.0,100000.0,3.9516042279227968,-3.2114982973417026,120.0,10.0,1200.0,1.2457932303359522,False,True,4.0
150,4540.0,1.0,10000.0,3.512034061767293,-3.576441805499266,600.0,5.0,120.0,1.2474835628895953,True,True,0.0
151,45400000.0,2.0,10000.0,3.2876938935442963,-1.4736908944541791,1200.0,9.0,240.0,1.1536043830640998,True,False,135189.0
152,45400.0,1.0,10000.0,6.024106484363907,-4.731131004903931,1200.0,1.0,240.0,1.2420579670410226,False,True,0.0
153,454000000.0,1.0,100000.0,3.689821537603092,-3.196097578829872,600.0,3.0,60.0,1.187404682164295,True,True,7242.0
154,4540.0,3.0,1000.0,3.977492915410771,-2.4001984711810698,1200.0,3.0,1.0,1.317493321918681,True,True,0.0
155,45400.0,3.0,100.0,3.7920926738436416,-2.2502881450162673,1200.0,7.0,1200.0,1.2495904516739527,False,True,0.0
156,4540000.0,4.0,1000.0,6.006862963164728,-5.769460296796159,600.0,5.0,1200.0,1.3624263731489408,False,False,0.0
157,454000.0,2.0,100.0,6.212087131355352,-3.7545347109968907,120.0,8.0,1200.0,1.2434758677792563,True,True,0.0
158,45400000.0,4.0,1000.0,5.103872320198622,-4.972184245646123,120.0,9.0,600.0,1.3628891166358268,False,False,0.0
159,45400000.0,1.0,10000.0,7.313150075430517,-6.612723202413048,60.0,7.0,300.0,1.3939921236727622,True,False,0.0
160,45400.0,3.0,100.0,4.839355391386265,-2.5423226888830555,120.0,6.0,1.0,1.194354558706212,False,True,0.0
161,4540.0,2.0,100.0,6.544600580324342,-3.9692216108315734,240.0,3.0,300.0,1.1871747647645452,True,False,0.0
162,4540.0,1.0,100.0,6.092542465858262,-4.872981576141332,1200.0,10.0,1200.0,1.3838068206375114,True,True,0.0
163,4540000.0,4.0,100.0,4.085768346746701,-2.8255792229454424,600.0,6.0,120.0,1.1348606795648775,True,False,0.0
164,4540000.0,2.0,10000.0,6.565386381541795,-5.326134554522348,240.0,5.0,120.0,1.2381735774422087,True,False,0.0
165,45400000.0,1.0,1000.0,3.2059488042320465,-2.214244984724842,240.0,9.0,1.0,1.324138289651014,False,False,15436.0
166,45400000.0,2.0,1000.0,3.8411233901170343,-1.8614207943129066,60.0,8.0,240.0,1.2333524714418254,True,True,10906.0
167,4540.0,1.0,100000.0,3.359714030440318,-2.789291853566409,240.0,10.0,1.0,1.3522538966667712,True,False,0.0
168,454000.0,1.0,100000.0,3.3358586069543463,-3.3461277770125837,120.0,4.0,240.0,1.2895876590113693,True,True,0.0
169,4540.0,4.0,10000.0,4.761972488244824,-2.9243944844841665,240.0,8.0,240.0,1.107799171417946,False,False,0.0
170,45400000.0,4.0,100.0,4.256023222339915,-2.482492060456255,120.0,8.0,600.0,1.2520889031695863,True,True,0.0
171,4540000.0,1.0,100.0,3.9639128640101333,-2.468315338388107,240.0,7.0,240.0,1.1684216560850769,True,True,442.0
172,45400000.0,2.0,100.0,4.060682934131243,-2.3943128009701353,120.0,2.0,1.0,1.1965699126422473,False,True,5687.0
173,45400000.0,1.0,100000.0,3.95494630469276,-2.7750202434119546,1200.0,5.0,600.0,1.251548183646667,True,False,4561.0
174,454000.0,3.0,10000.0,4.530540833857502,-2.9379300152834715,60.0,5.0,1.0,1.3239149071269334,True,True,0.0
175,454000.0,2.0,1000.0,3.9204858315970172,-2.396214611151818,600.0,8.0,240.0,1.3774649687762177,False,False,87.0
176,4540.0,1.0,100000.0,4.5974167753252715,-2.1927145341239163,120.0,10.0,600.0,1.3695682510297391,False,True,0.0
177,45400.0,3.0,100.0,4.605732510769324,-3.752172828469658,120.0,1.0,600.0,1.1066361228204282,False,True,0.0
178,45400.0,1.0,100000.0,4.746863224461966,-2.98821746024349,600.0,6.0,240.0,1.379294069052487,False,False,0.0
179,4540000.0,1.0,1000.0,2.3191275165055822,-2.1858504646992127,60.0,7.0,120.0,1.1956057859238158,False,True,833.0
180,4540.0,1.0,10000.0,5.189599674321821,-4.297990250074611,600.0,9.0,1.0,1.346469679370655,False,False,0.0
181,45400000.0,1.0,100.0,5.226994528604408,-4.444955505613513,60.0,3.0,600.0,1.1936659369103195,False,False,0.0
182,4540000.0,3.0,1000.0,3.934260142624388,-3.1685901065459485,1200.0,5.0,240.0,1.264063929908716,False,True,23.0
183,454000000.0,1.0,100000.0,3.9057751394284255,-3.8029044380356716,120.0,10.0,240.0,1.1423790305865467,True,False,4964.0
184,45400.0,4.0,10000.0,5.204001400521545,-5.216586781940514,1200.0,7.0,240.0,1.3876719011679284,True,False,0.0
185,45400000.0,1.0,1000.0,4.853273683437549,-3.7383261795370135,600.0,7.0,60.0,1.3733357393081145,False,False,0.0
186,45400000.0,3.0,1000.0,3.0921573275553733,-3.099814034118752,1200.0,8.0,1.0,1.2364932782308011,False,True,637.0
187,45400.0,1.0,1000.0,5.281190159904234,-4.539681399723297,120.0,8.0,300.0,1.385938173280442,True,True,0.0
188,45400.0,3.0,1000.0,7.40687883493127,-6.874065247807841,1200.0,6.0,60.0,1.1680063912415146,False,False,0.0
189,4540.0,3.0,100.0,3.456533212266822,-2.056810074403295,60.0,7.0,240.0,1.1096016760080594,False,False,3.0
190,454000.0,1.0,1000.0,6.094725397641042,-6.032309855698194,120.0,10.0,60.0,1.139024973137639,True,False,0.0
191,45400.0,2.0,10000.0,2.950294144423242,-1.7561197655129686,240.0,8.0,1.0,1.2000215819524227,True,False,45.0
192,454000000.0,2.0,1000.0,4.581384550523056,-3.7723916952365353,240.0,3.0,60.0,1.1593845168545596,True,False,0.0
193,4540.0,1.0,100000.0,3.445832557077966,-2.0084611898701605,1200.0,4.0,60.0,1.1268879911234846,False,True,0.0
194,4540.0,2.0,1000.0,2.839237878663759,-2.8464410236979063,120.0,10.0,300.0,1.2606675292668934,False,False,0.0
195,454000.0,2.0,10000.0,5.513400063208929,-4.083216815761784,120.0,2.0,120.0,1.180473615408034,True,False,0.0
196,45400.0,2.0,10000.0,4.786902029951637,-3.5599310917313938,240.0,7.0,240.0,1.141730404975142,True,False,0.0
197,4540.0,1.0,100000.0,4.344974337405735,-3.8661551083544556,240.0,2.0,60.0,1.3587558949062817,False,True,0.0
198,45400.0,2.0,100.0,4.38095683743258,-3.368642040397905,60.0,3.0,600.0,1.1774354465458092,False,True,0.0
199,4540000.0,1.0,100000.0,5.685490399328396,-3.554052643240822,240.0,1.0,600.0,1.1473118030793439,False,False,10.0
200,454000000.0,2.0,10000.0,5.9437030497624965,-4.496956581883042,240.0,8.0,1200.0,1.349642952255226,False,True,0.0
201,45400000.0,3.0,10000.0,3.826022222189662,-3.058018429084213,60.0,6.0,1200.0,1.2405961999072554,False,True,630.0
202,4540.0,4.0,1000.0,4.169170640589883,-3.1393421317883674,120.0,7.0,600.0,1.24126568009964,False,True,0.0
203,454000.0,2.0,100.0,2.652164694268154,-1.9502684082592885,600.0,1.0,600.0,1.1602563742688807,True,True,108.0
204,454000000.0,3.0,100.0,3.2956646910109724,-2.466752202296057,120.0,8.0,60.0,1.381161735937923,True,True,19992.0
205,454000.0,2.0,1000.0,5.197201943728568,-2.1739589555553365,120.0,6.0,600.0,1.2040526670533132,True,True,0.0
206,4540000.0,2.0,1000.0,3.4109002216459774,-1.6061222074323818,120.0,1.0,600.0,1.3718540055958643,True,True,1099.0
207,454000000.0,2.0,10000.0,5.446573217502424,-4.262621052434438,1200.0,4.0,120.0,1.3119081641817387,True,True,0.0
208,454000000.0,1.0,1000.0,5.527428786858287,-5.407923408890415,1200.0,1.0,60.0,1.2802458180782967,False,True,0.0
209,45400000.0,3.0,1000.0,6.563067140601824,-5.314239449533628,60.0,3.0,240.0,1.3437200571193848,False,True,0.0
210,454000000.0,4.0,1000.0,3.847079365532479,-2.774817360199612,120.0,10.0,240.0,1.3637079499515168,False,False,35207.0
211,4540.0,3.0,10000.0,3.8326764625542262,-2.518216441882882,60.0,6.0,300.0,1.1463780998811832,False,True,0.0
212,454000000.0,4.0,100.0,7.016135342069358,-6.210698162350466,600.0,9.0,1200.0,1.313616859098717,True,True,0.0
213,454000000.0,3.0,100.0,3.5359571248930703,-3.268809681642846,120.0,1.0,600.0,1.1550899691945848,False,True,7380.0
214,4540.0,4.0,1000.0,6.94357024372182,-3.922076821389802,60.0,3.0,240.0,1.221210830382409,True,True,0.0
215,45400.0,4.0,100.0,2.668960739591169,-2.2366210984297297,1200.0,5.0,1200.0,1.1666114587183867,True,True,1.0
