,Cont,Pick,Type,Mass,Cont Type,HI
8,0.0,2.0,PH,1 Tomato,Uniform,121737.0
9,195.0,2.0,PH,1 Tomato,Uniform,121737.0
10,0.0,2.0,PH,1 Tomato,Uniform,121737.0
11,0.0,2.0,PH,1 Tomato,Uniform,121737.0
12,36626.0,2.0,PH,1 Tomato,Uniform,121737.0
13,1895.0,2.0,PH,1 Tomato,Uniform,121737.0
14,0.0,2.0,PH,1 Tomato,Uniform,121737.0
15,0.0,2.0,PH,1 Tomato,Uniform,121737.0
16,0.0,2.0,PH,1 Tomato,Uniform,121737.0
17,10221.0,2.0,PH,1 Tomato,Uniform,121737.0
18,155.0,2.0,PH,1 Tomato,Uniform,121737.0
19,0.0,2.0,PH,1 Tomato,Uniform,121737.0
20,13136.0,2.0,PH,1 Tomato,Uniform,121737.0
21,111.0,2.0,PH,1 Tomato,Uniform,121737.0
22,0.0,2.0,PH,1 Tomato,Uniform,121737.0
23,148.0,2.0,PH,1 Tomato,Uniform,121737.0
24,10106.0,2.0,PH,1 Tomato,Uniform,121737.0
25,110.0,2.0,PH,1 Tomato,Uniform,121737.0
26,10026.0,2.0,PH,1 Tomato,Uniform,121737.0
27,394.0,2.0,PH,1 Tomato,Uniform,121737.0
28,2397.0,2.0,PH,1 Tomato,Uniform,121737.0
29,0.0,2.0,PH,1 Tomato,Uniform,121737.0
30,0.0,2.0,PH,1 Tomato,Uniform,121737.0
31,0.0,2.0,PH,1 Tomato,Uniform,121737.0
32,17042.0,2.0,PH,1 Tomato,Uniform,121737.0
33,6135.0,2.0,PH,1 Tomato,Uniform,121737.0
34,0.0,2.0,PH,1 Tomato,Uniform,121737.0
35,0.0,2.0,PH,1 Tomato,Uniform,121737.0
36,13058.0,2.0,PH,1 Tomato,Uniform,121737.0
37,0.0,2.0,PH,1 Tomato,Uniform,121737.0
38,36377.0,2.0,PH,1 Tomato,Uniform,121737.0
39,2419.0,2.0,PH,1 Tomato,Uniform,121737.0
40,0.0,2.0,PH,1 Tomato,Uniform,121737.0
41,0.0,2.0,PH,1 Tomato,Uniform,121737.0
42,0.0,2.0,PH,1 Tomato,Uniform,121737.0
43,0.0,2.0,PH,1 Tomato,Uniform,121737.0
44,47348.0,2.0,PH,1 Tomato,Uniform,121737.0
45,192.0,2.0,PH,1 Tomato,Uniform,121737.0
46,0.0,2.0,PH,1 Tomato,Uniform,121737.0
47,0.0,2.0,PH,1 Tomato,Uniform,121737.0
48,17009.0,2.0,PH,1 Tomato,Uniform,121737.0
49,279.0,2.0,PH,1 Tomato,Uniform,121737.0
0,43901.0,3.0,PH,1 Tomato,Uniform,121737.0
1,0.0,3.0,PH,1 Tomato,Uniform,121737.0
2,452.0,3.0,PH,1 Tomato,Uniform,121737.0
3,9341.0,3.0,PH,1 Tomato,Uniform,121737.0
4,30.0,3.0,PH,1 Tomato,Uniform,121737.0
5,2827.0,3.0,PH,1 Tomato,Uniform,121737.0
6,268.0,3.0,PH,1 Tomato,Uniform,121737.0
7,94364.0,3.0,PH,1 Tomato,Uniform,121737.0
