,InitialCont,ClusterSize,Time_CE_H,Time_H_PC,Temp_H_PC,Time_Precooling,Temp_Precooling,Pre_cooling,Time_Storage_R,Temp_Storage_R,ChSpray_eff,TotalRedPre_wash,TotalRed_wash,Tr_Sh_P,Tr_P_Sh,Sh_Compliance,Sh_San_freq,Sh_San_Eff,Tr_Cv_P,Tr_P_Cv,Cv_Compliance,Cv_San_freq,Cv_San_Eff,Tr_St_P,Tr_P_St,St_Compliance,St_San_freq,St_San_Eff,Tr_C_P,Tr_P_C,C_Compliance,C_San_freq,C_San_Eff,Time_PostPStorage,Temperature_ColdStoragePostFP,Trasnportation_TimeFP_C,Transportation_TempFP_C,Time_Cust_Sto,Temp_Cust_Sto,TotalCFUFP,PropCont
868,100000.0,10000.0,2.344551178645464,2.0171640883734603,16.503785522701346,0.5488593385510383,3.249203606256981,True,0.0,4.823737012901459,1.2102106080541861,-1.2869200626027477,0.9402317949965102,0.19350887428101338,0.0017731365528421577,0.5,2500.0,-3.0,0.18725221870444084,0.010240841639010963,0.0,5000.0,-3.0,0.2523859500914165,0.003147495779059952,0.75,2500.0,-4.0,0.28402984690999045,0.0010703779893332728,0.0,2500.0,-2.0,0.6677825970032147,5.414320408366853,81.57386929522744,1.4708940162062172,71.39364104083197,5.465466668940641,1.0,5e-05
869,100000.0,1000.0,2.077078445805974,2.7794999582048954,16.960400026349323,0.431786802625265,3.427618899179043,True,0.0,4.588450860504606,1.227133304488568,-1.2345353606623448,1.7481880270062005,0.2042465575503115,0.003080952113235738,0.5,5000.0,-4.0,0.18066847997009244,0.004745754050923265,1.0,2500.0,-2.0,0.2891225591243309,0.0009850324712359503,0.0,7500.0,-1.0,0.2604549797488689,0.004584335988298764,0.0,7500.0,-3.0,0.38211268171092116,4.796881832155595,80.42646057263244,1.8481358473678187,26.33885271615067,3.795002711888123,0.0,0.0
870,100000.0,10000.0,3.8988608822688047,2.3496978902856833,16.314923116814064,0.40683988721525255,3.272418723850427,True,0.0,4.052712437206208,1.3295331185895978,-1.3195134013579943,1.662757831681574,0.1910202397453418,0.0027439855715686596,0.0,5000.0,-4.0,0.19689570141920665,0.008848827812795527,0.0,7500.0,-1.0,0.16602734325235355,0.0019097025258850392,0.5,2500.0,-3.0,0.23196153979213596,0.010299056025434287,0.0,7500.0,-1.0,0.2294849552185817,4.067124301186439,59.292594209037304,4.143929893704859,58.37706721192721,9.64787177807372,1.0,5e-05
871,100000.0,10000.0,4.612097778176269,3.8017177220749803,15.321359151614343,0.5053022744612231,3.9179191818275774,True,0.0,4.3538042203409315,1.1534158933882914,-1.52720011906298,inf,0.21171656869889252,0.0015733414900005013,1.0,7500.0,-3.0,0.17951657888268477,0.0036445320073152116,1.0,5000.0,-1.0,0.2736267791881866,0.0014543195130805515,0.0,2500.0,-2.0,0.27517865392692425,0.012455206566246244,0.0,7500.0,-1.0,0.8321703183590564,4.498157285812917,61.328657059160314,2.319674656637751,41.83044735885794,6.012343508158792,0.0,0.0
872,100000.0,1000.0,2.9410715367872355,3.1112570364335044,16.816215431673903,0.5233115466738724,3.727046762767663,True,0.0,5.6844352158096605,1.1364239305677526,-1.0998187096152303,1.0362121726544447,0.22230338584650292,0.0013656542397849417,0.75,2500.0,-1.0,0.20047746328680904,0.0059394113548443764,0.75,7500.0,-1.0,0.23283806303376958,0.0009158438488985929,0.25,2500.0,-3.0,0.27159616334298253,0.005487751355537468,1.0,5000.0,-4.0,0.00739352867699139,5.138310834958406,83.77903284869609,4.415341827862496,29.578390810724777,7.008794970066319,4.0,0.0002
873,100000.0,1000.0,3.0663502497285866,2.472982965980722,15.263623870728892,0.4187824204273619,3.465616570373447,True,0.0,4.415719173275537,1.3784158433463218,-1.3891660843645324,inf,0.24862671594427474,0.0013620472287889857,0.75,2500.0,-4.0,0.1773085859469615,0.009701881376975995,0.0,2500.0,-1.0,0.16285138337054858,0.0009092660611895757,0.0,2500.0,-1.0,0.25986409152011897,0.0037582255264499275,0.0,2500.0,-1.0,0.8510256763113603,5.5200861975216835,40.82116465440758,0.5715128060077573,52.52766551971059,7.050148703325831,0.0,0.0
874,100000.0,10000.0,6.511460739875226,3.930344035719166,15.839352228896285,0.5987337078150209,3.66915203798231,True,0.0,5.109169586370998,1.2182656359144777,-1.6989700043360187,inf,0.2608668868471923,0.0013387206028289552,0.25,2500.0,-1.0,0.1730002323919509,0.006622909256838948,0.75,5000.0,-2.0,0.11788532857963344,0.0007109158287531337,1.0,7500.0,-1.0,0.270489375970149,0.011479959055819135,0.0,5000.0,-2.0,0.767756891851065,4.924551636857148,64.23170302264793,1.239709268258724,32.04609071000707,5.417519092777098,0.0,0.0
875,100000.0,100000.0,4.142766755292113,3.8114050948384612,15.49680389039082,0.4935114168191039,3.8517441462096387,True,0.0,5.62667766740254,1.1085381038707287,-0.8129133566428556,inf,0.26365361819791927,0.002439175811269304,0.0,2500.0,-4.0,0.16507638536172264,0.0032982907850480476,0.75,2500.0,-3.0,0.15858272796832962,0.0018458733022318195,0.75,2500.0,-4.0,0.27187383253931424,0.00350926279784081,0.75,2500.0,-2.0,0.4391265071810493,4.041065404887474,47.15748350903885,0.2736516338104097,71.36115936588729,11.344615275007195,0.0,0.0
876,100000.0,10000.0,4.997552327578452,2.577836865280391,15.862164807582788,0.43917020729221923,3.6316597770166865,True,0.0,5.429781821368959,1.145147052958205,-1.1818435879447726,inf,0.21586384348436521,0.0008134402541605987,1.0,7500.0,-4.0,0.184569754570039,0.0028351503346161393,0.0,5000.0,-2.0,0.28856024009587283,0.0006277782506212267,0.5,7500.0,-3.0,0.29756337520949716,0.004387121571748068,0.5,7500.0,-4.0,0.6237945777167162,5.255320512872089,70.23914973167264,4.524620494915267,39.74524078337659,4.9048600334984425,0.0,0.0
877,100000.0,10000.0,1.693472374329676,2.603843164374425,16.245860951485948,0.40057818262046835,3.906619003960544,True,0.0,5.205416566385511,1.4433314571042872,-1.406118412427704,1.1592233337683857,0.271750178388172,0.0017695891566238962,0.0,7500.0,-2.0,0.17935716830167206,0.012232416630386315,0.0,7500.0,-4.0,0.25302029301714457,0.002222519340170165,0.5,7500.0,-3.0,0.2505889320302337,0.004629366990851895,0.25,5000.0,-1.0,0.560500189480442,4.937178132913256,52.23773969492075,2.577301377124109,42.31804757205353,8.608581812745957,4.0,0.0002
