,CFU_Bef_Pick1PHS,0,1,CFU_Bef_Pick2PHS,2,3,CFU_Bef_Pick3PHS,4,5,Total CFU,6
0,4659.0,0.0,No,187.0,0.0,No,105.0,0.0,No,105.0,1
1,4799.0,0.0,No,146.0,0.0,No,55.0,0.0,No,55.0,1
2,4897.0,0.0,No,152.0,0.0,No,62.0,0.0,No,59.0,1
3,4715.0,0.0,No,257.0,0.0,No,179.0,0.0,No,176.0,1
4,4688.0,0.0,No,118.0,0.0,No,38.0,0.0,No,34.0,1
5,4858.0,0.0,No,159.0,0.0,No,84.0,0.0,No,83.0,1
6,4636.0,0.0,No,154.0,0.0,No,79.0,0.0,No,79.0,1
7,4788.0,0.0,No,112.0,0.0,No,25.0,0.0,No,25.0,1
8,4685.0,0.0,No,113.0,0.0,No,23.0,0.0,No,18.0,1
9,4699.0,0.0,No,137.0,0.0,No,60.0,0.0,No,57.0,1
10,4746.0,0.0,No,148.0,0.0,No,83.0,0.0,No,81.0,1
11,4766.0,0.0,No,147.0,0.0,No,65.0,0.0,No,62.0,1
12,4718.0,0.0,No,129.0,0.0,No,46.0,0.0,No,46.0,1
13,4806.0,0.0,No,214.0,0.0,No,129.0,0.0,No,128.0,1
14,4707.0,0.0,No,116.0,0.0,No,21.0,0.0,No,18.0,1
15,4792.0,0.0,No,123.0,0.0,No,50.0,0.0,No,48.0,1
16,4849.0,0.0,No,109.0,0.0,No,33.0,0.0,No,31.0,1
17,4679.0,0.0,No,99.0,0.0,No,12.0,0.0,No,12.0,1
18,4668.0,0.0,No,141.0,0.0,No,61.0,0.0,No,60.0,1
19,4809.0,0.0,No,191.0,0.0,No,111.0,0.0,No,110.0,1
20,4751.0,0.0,No,200.0,0.0,No,108.0,0.0,No,107.0,1
21,4704.0,0.0,No,101.0,0.0,No,19.0,0.0,No,16.0,1
22,4778.0,0.0,No,172.0,0.0,No,77.0,0.0,No,77.0,1
23,4693.0,0.0,No,151.0,0.0,No,59.0,0.0,No,58.0,1
24,4803.0,0.0,No,106.0,0.0,No,23.0,0.0,No,20.0,1
25,4596.0,0.0,No,149.0,0.0,No,41.0,0.0,No,39.0,1
26,4674.0,0.0,No,142.0,0.0,No,40.0,0.0,No,39.0,1
27,4760.0,0.0,No,140.0,0.0,No,43.0,0.0,No,43.0,1
28,4814.0,0.0,No,148.0,0.0,No,69.0,0.0,No,66.0,1
29,4762.0,0.0,No,147.0,0.0,No,67.0,0.0,No,67.0,1
30,4779.0,0.0,No,291.0,0.0,No,225.0,0.0,No,225.0,1
31,4846.0,0.0,No,153.0,0.0,No,59.0,0.0,No,58.0,1
32,4666.0,0.0,No,108.0,0.0,No,18.0,0.0,No,16.0,1
33,4766.0,0.0,No,121.0,0.0,No,11.0,0.0,No,8.0,1
34,4833.0,0.0,No,115.0,0.0,No,28.0,0.0,No,27.0,1
35,4779.0,0.0,No,240.0,0.0,No,144.0,0.0,No,142.0,1
36,4828.0,0.0,No,94.0,0.0,No,29.0,0.0,No,28.0,1
37,4790.0,0.0,No,131.0,0.0,No,29.0,0.0,No,26.0,1
38,4804.0,0.0,No,134.0,0.0,No,36.0,0.0,No,35.0,1
39,4823.0,0.0,No,129.0,0.0,No,46.0,0.0,No,45.0,1
40,4711.0,0.0,No,109.0,0.0,No,25.0,0.0,No,20.0,1
41,4800.0,0.0,No,123.0,0.0,No,54.0,0.0,No,52.0,1
42,4798.0,0.0,No,233.0,0.0,No,147.0,0.0,No,146.0,1
43,4794.0,0.0,No,106.0,0.0,No,16.0,0.0,No,14.0,1
44,4748.0,0.0,No,140.0,86.0,No,54.0,0.0,No,54.0,1
45,4846.0,0.0,No,184.0,0.0,No,82.0,0.0,No,82.0,1
46,4856.0,0.0,No,118.0,0.0,No,36.0,0.0,No,36.0,1
47,4663.0,0.0,No,140.0,0.0,No,58.0,0.0,No,56.0,1
48,4936.0,0.0,No,142.0,0.0,No,31.0,0.0,No,29.0,1
49,4764.0,0.0,No,136.0,0.0,No,42.0,0.0,No,40.0,1
50,4817.0,0.0,No,202.0,0.0,No,112.0,0.0,No,112.0,1
51,4697.0,0.0,No,167.0,0.0,No,68.0,0.0,No,68.0,1
52,4701.0,0.0,No,115.0,0.0,No,30.0,0.0,No,29.0,1
