,variable,value,Type,Mass,Cont
20,Power_Pick_2,0.04,Packed Product,20 Tomato Mash,Harvesting Bin
21,Power_Pick_2,0.07,Packed Product,20 Tomato Mash,Harvesting Bin
22,Power_Pick_2,0.07,Packed Product,20 Tomato Mash,Harvesting Bin
23,Power_Pick_2,0.06,Packed Product,20 Tomato Mash,Harvesting Bin
24,Power_Pick_2,0.07,Packed Product,20 Tomato Mash,Harvesting Bin
25,Power_Pick_2,0.04,Packed Product,20 Tomato Mash,Harvesting Bin
26,Power_Pick_2,0.05,Packed Product,20 Tomato Mash,Harvesting Bin
27,Power_Pick_2,0.06,Packed Product,20 Tomato Mash,Harvesting Bin
28,Power_Pick_2,0.03,Packed Product,20 Tomato Mash,Harvesting Bin
29,Power_Pick_2,0.03,Packed Product,20 Tomato Mash,Harvesting Bin
30,Power_Pick_2,0.12,Packed Product,20 Tomato Mash,Harvesting Bin
31,Power_Pick_2,0.03,Packed Product,20 Tomato Mash,Harvesting Bin
32,Power_Pick_2,0.08,Packed Product,20 Tomato Mash,Harvesting Bin
33,Power_Pick_2,0.07,Packed Product,20 Tomato Mash,Harvesting Bin
34,Power_Pick_2,0.08,Packed Product,20 Tomato Mash,Harvesting Bin
35,Power_Pick_2,0.04,Packed Product,20 Tomato Mash,Harvesting Bin
36,Power_Pick_2,0.06,Packed Product,20 Tomato Mash,Harvesting Bin
37,Power_Pick_2,0.04,Packed Product,20 Tomato Mash,Harvesting Bin
38,Power_Pick_2,0.04,Packed Product,20 Tomato Mash,Harvesting Bin
39,Power_Pick_2,0.05,Packed Product,20 Tomato Mash,Harvesting Bin
40,Power_Pick_3,0.08,Packed Product,20 Tomato Mash,Harvesting Bin
41,Power_Pick_3,0.05,Packed Product,20 Tomato Mash,Harvesting Bin
42,Power_Pick_3,0.06,Packed Product,20 Tomato Mash,Harvesting Bin
43,Power_Pick_3,0.02,Packed Product,20 Tomato Mash,Harvesting Bin
44,Power_Pick_3,0.08,Packed Product,20 Tomato Mash,Harvesting Bin
45,Power_Pick_3,0.04,Packed Product,20 Tomato Mash,Harvesting Bin
46,Power_Pick_3,0.05,Packed Product,20 Tomato Mash,Harvesting Bin
47,Power_Pick_3,0.09,Packed Product,20 Tomato Mash,Harvesting Bin
48,Power_Pick_3,0.02,Packed Product,20 Tomato Mash,Harvesting Bin
49,Power_Pick_3,0.06,Packed Product,20 Tomato Mash,Harvesting Bin
50,Power_Pick_3,0.05,Packed Product,20 Tomato Mash,Harvesting Bin
51,Power_Pick_3,0.04,Packed Product,20 Tomato Mash,Harvesting Bin
52,Power_Pick_3,0.05,Packed Product,20 Tomato Mash,Harvesting Bin
53,Power_Pick_3,0.11,Packed Product,20 Tomato Mash,Harvesting Bin
54,Power_Pick_3,0.02,Packed Product,20 Tomato Mash,Harvesting Bin
55,Power_Pick_3,0.05,Packed Product,20 Tomato Mash,Harvesting Bin
56,Power_Pick_3,0.06,Packed Product,20 Tomato Mash,Harvesting Bin
57,Power_Pick_3,0.05,Packed Product,20 Tomato Mash,Harvesting Bin
58,Power_Pick_3,0.05,Packed Product,20 Tomato Mash,Harvesting Bin
59,Power_Pick_3,0.07,Packed Product,20 Tomato Mash,Harvesting Bin
0,Power_Pick_1,0.12,Packed Product,60 Tomato Mash,Harvesting Bin
1,Power_Pick_1,0.16,Packed Product,60 Tomato Mash,Harvesting Bin
2,Power_Pick_1,0.17,Packed Product,60 Tomato Mash,Harvesting Bin
3,Power_Pick_1,0.18,Packed Product,60 Tomato Mash,Harvesting Bin
4,Power_Pick_1,0.17,Packed Product,60 Tomato Mash,Harvesting Bin
5,Power_Pick_1,0.17,Packed Product,60 Tomato Mash,Harvesting Bin
6,Power_Pick_1,0.17,Packed Product,60 Tomato Mash,Harvesting Bin
7,Power_Pick_1,0.16,Packed Product,60 Tomato Mash,Harvesting Bin
8,Power_Pick_1,0.15,Packed Product,60 Tomato Mash,Harvesting Bin
9,Power_Pick_1,0.19,Packed Product,60 Tomato Mash,Harvesting Bin
10,Power_Pick_1,0.19,Packed Product,60 Tomato Mash,Harvesting Bin
11,Power_Pick_1,0.19,Packed Product,60 Tomato Mash,Harvesting Bin
12,Power_Pick_1,0.2,Packed Product,60 Tomato Mash,Harvesting Bin
13,Power_Pick_1,0.15,Packed Product,60 Tomato Mash,Harvesting Bin
14,Power_Pick_1,0.17,Packed Product,60 Tomato Mash,Harvesting Bin
15,Power_Pick_1,0.12,Packed Product,60 Tomato Mash,Harvesting Bin
16,Power_Pick_1,0.12,Packed Product,60 Tomato Mash,Harvesting Bin
17,Power_Pick_1,0.25,Packed Product,60 Tomato Mash,Harvesting Bin
18,Power_Pick_1,0.21,Packed Product,60 Tomato Mash,Harvesting Bin
19,Power_Pick_1,0.13,Packed Product,60 Tomato Mash,Harvesting Bin
20,Power_Pick_2,0.17,Packed Product,60 Tomato Mash,Harvesting Bin
21,Power_Pick_2,0.11,Packed Product,60 Tomato Mash,Harvesting Bin
22,Power_Pick_2,0.15,Packed Product,60 Tomato Mash,Harvesting Bin
23,Power_Pick_2,0.13,Packed Product,60 Tomato Mash,Harvesting Bin
24,Power_Pick_2,0.11,Packed Product,60 Tomato Mash,Harvesting Bin
25,Power_Pick_2,0.19,Packed Product,60 Tomato Mash,Harvesting Bin
26,Power_Pick_2,0.14,Packed Product,60 Tomato Mash,Harvesting Bin
27,Power_Pick_2,0.15,Packed Product,60 Tomato Mash,Harvesting Bin
28,Power_Pick_2,0.13,Packed Product,60 Tomato Mash,Harvesting Bin
29,Power_Pick_2,0.15,Packed Product,60 Tomato Mash,Harvesting Bin
30,Power_Pick_2,0.18,Packed Product,60 Tomato Mash,Harvesting Bin
31,Power_Pick_2,0.13,Packed Product,60 Tomato Mash,Harvesting Bin
32,Power_Pick_2,0.13,Packed Product,60 Tomato Mash,Harvesting Bin
33,Power_Pick_2,0.15,Packed Product,60 Tomato Mash,Harvesting Bin
34,Power_Pick_2,0.16,Packed Product,60 Tomato Mash,Harvesting Bin
35,Power_Pick_2,0.19,Packed Product,60 Tomato Mash,Harvesting Bin
36,Power_Pick_2,0.08,Packed Product,60 Tomato Mash,Harvesting Bin
37,Power_Pick_2,0.14,Packed Product,60 Tomato Mash,Harvesting Bin
38,Power_Pick_2,0.17,Packed Product,60 Tomato Mash,Harvesting Bin
39,Power_Pick_2,0.12,Packed Product,60 Tomato Mash,Harvesting Bin
40,Power_Pick_3,0.11,Packed Product,60 Tomato Mash,Harvesting Bin
41,Power_Pick_3,0.15,Packed Product,60 Tomato Mash,Harvesting Bin
42,Power_Pick_3,0.11,Packed Product,60 Tomato Mash,Harvesting Bin
43,Power_Pick_3,0.14,Packed Product,60 Tomato Mash,Harvesting Bin
44,Power_Pick_3,0.17,Packed Product,60 Tomato Mash,Harvesting Bin
45,Power_Pick_3,0.14,Packed Product,60 Tomato Mash,Harvesting Bin
46,Power_Pick_3,0.12,Packed Product,60 Tomato Mash,Harvesting Bin
47,Power_Pick_3,0.14,Packed Product,60 Tomato Mash,Harvesting Bin
48,Power_Pick_3,0.06,Packed Product,60 Tomato Mash,Harvesting Bin
49,Power_Pick_3,0.08,Packed Product,60 Tomato Mash,Harvesting Bin
50,Power_Pick_3,0.1,Packed Product,60 Tomato Mash,Harvesting Bin
51,Power_Pick_3,0.08,Packed Product,60 Tomato Mash,Harvesting Bin
52,Power_Pick_3,0.06,Packed Product,60 Tomato Mash,Harvesting Bin
53,Power_Pick_3,0.07,Packed Product,60 Tomato Mash,Harvesting Bin
54,Power_Pick_3,0.1,Packed Product,60 Tomato Mash,Harvesting Bin
55,Power_Pick_3,0.09,Packed Product,60 Tomato Mash,Harvesting Bin
56,Power_Pick_3,0.18,Packed Product,60 Tomato Mash,Harvesting Bin
57,Power_Pick_3,0.08,Packed Product,60 Tomato Mash,Harvesting Bin
58,Power_Pick_3,0.09,Packed Product,60 Tomato Mash,Harvesting Bin
59,Power_Pick_3,0.12,Packed Product,60 Tomato Mash,Harvesting Bin
