,CFU_Bef_Pick1PHS,0,1,CFU_Bef_Pick2PHS,2,3,CFU_Bef_Pick3PHS,4,5,Total CFU,6
0,4734.0,0.0,No,175.0,0.0,No,88.0,0.0,No,88.0,1
1,4736.0,0.0,No,158.0,0.0,No,71.0,0.0,No,69.0,1
2,4742.0,0.0,No,161.0,0.0,No,76.0,0.0,No,75.0,1
3,4682.0,0.0,No,260.0,0.0,No,191.0,0.0,No,191.0,1
4,4769.0,0.0,No,131.0,0.0,No,41.0,0.0,No,40.0,1
5,4660.0,0.0,No,151.0,0.0,No,54.0,0.0,No,54.0,1
6,4802.0,0.0,No,144.0,0.0,No,71.0,0.0,No,69.0,1
7,4855.0,0.0,No,121.0,0.0,No,24.0,0.0,No,23.0,1
8,4790.0,0.0,No,103.0,0.0,No,18.0,0.0,No,16.0,1
9,4793.0,0.0,No,156.0,0.0,No,73.0,0.0,No,73.0,1
10,4763.0,0.0,No,192.0,0.0,No,113.0,0.0,No,112.0,1
11,4745.0,0.0,No,178.0,0.0,No,74.0,0.0,No,71.0,1
12,4821.0,0.0,No,149.0,0.0,No,54.0,0.0,No,52.0,1
13,4843.0,0.0,No,212.0,0.0,No,123.0,0.0,No,121.0,1
14,4728.0,0.0,No,116.0,0.0,No,18.0,0.0,No,17.0,1
15,4759.0,0.0,No,132.0,0.0,No,46.0,0.0,No,46.0,1
16,4676.0,0.0,No,124.0,0.0,No,27.0,0.0,No,26.0,1
17,4631.0,0.0,No,108.0,0.0,No,15.0,0.0,No,15.0,1
18,4738.0,0.0,No,158.0,0.0,No,79.0,0.0,No,76.0,1
19,4695.0,0.0,No,152.0,0.0,No,72.0,0.0,No,70.0,1
20,4771.0,0.0,No,181.0,0.0,No,111.0,0.0,No,110.0,1
21,4809.0,0.0,No,111.0,0.0,No,29.0,0.0,No,26.0,1
22,4690.0,0.0,No,151.0,0.0,No,75.0,0.0,No,74.0,1
23,4820.0,0.0,No,170.0,0.0,No,83.0,0.0,No,83.0,1
24,4744.0,0.0,No,109.0,0.0,No,20.0,0.0,No,19.0,1
25,4719.0,0.0,No,148.0,0.0,No,38.0,0.0,No,36.0,1
