,CFU_Bef_Pick1PHS,0,1,CFU_Bef_Pick2PHS,2,3,CFU_Bef_Pick3PHS,4,5,Total CFU,6
0,10281.0,10281.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
1,10187.0,0.0,No,268.0,0.0,No,72.0,0.0,No,70.0,1
2,10253.0,10253.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
3,10149.0,0.0,No,342.0,0.0,No,181.0,0.0,No,181.0,1
4,10274.0,0.0,No,231.0,0.0,No,50.0,0.0,No,44.0,1
5,10159.0,0.0,No,258.0,0.0,No,83.0,0.0,No,80.0,1
6,10108.0,10108.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
7,10147.0,0.0,No,185.0,0.0,No,24.0,0.0,No,22.0,1
8,10075.0,10075.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
9,10326.0,10326.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
10,10149.0,0.0,No,305.0,0.0,No,110.0,0.0,No,108.0,1
11,10320.0,0.0,No,296.0,0.0,No,88.0,0.0,No,88.0,1
12,10224.0,0.0,No,227.0,0.0,No,54.0,0.0,No,48.0,1
13,10497.0,0.0,No,313.0,0.0,No,117.0,0.0,No,114.0,1
14,10147.0,10147.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
15,10201.0,10201.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
16,10280.0,0.0,No,248.0,0.0,No,32.0,0.0,No,24.0,1
17,10316.0,0.0,No,211.0,0.0,No,13.0,0.0,No,11.0,1
18,9967.0,0.0,No,278.0,0.0,No,82.0,0.0,No,75.0,1
19,10242.0,0.0,No,268.0,0.0,No,77.0,0.0,No,72.0,1
20,10248.0,0.0,No,303.0,0.0,No,95.0,0.0,No,94.0,1
21,10082.0,10082.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
22,10149.0,0.0,No,258.0,0.0,No,72.0,0.0,No,69.0,1
23,10184.0,10184.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
24,10309.0,0.0,No,200.0,0.0,No,24.0,0.0,No,21.0,1
25,10073.0,0.0,No,233.0,0.0,No,41.0,0.0,No,37.0,1
26,10110.0,0.0,No,248.0,0.0,No,70.0,0.0,No,67.0,1
27,10313.0,0.0,No,224.0,0.0,No,26.0,0.0,No,23.0,1
28,10120.0,0.0,No,251.0,0.0,No,70.0,0.0,No,68.0,1
29,10175.0,10175.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
30,10193.0,10193.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
31,10296.0,0.0,No,284.0,0.0,No,65.0,0.0,No,59.0,1
32,10187.0,10187.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
33,10132.0,10132.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
34,10483.0,10483.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
35,10139.0,0.0,No,319.0,0.0,No,137.0,0.0,No,136.0,1
36,10292.0,0.0,No,237.0,0.0,No,31.0,0.0,No,30.0,1
37,10250.0,0.0,No,208.0,0.0,No,27.0,0.0,No,25.0,1
38,10197.0,0.0,No,238.0,0.0,No,37.0,0.0,No,37.0,1
39,10267.0,0.0,No,230.0,0.0,No,53.0,0.0,No,51.0,1
40,10271.0,0.0,No,218.0,0.0,No,27.0,0.0,No,24.0,1
41,10165.0,10165.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
42,10265.0,10265.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
43,10191.0,10191.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
44,10097.0,10097.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
45,10394.0,10394.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
46,10179.0,0.0,No,242.0,0.0,No,37.0,0.0,No,36.0,1
47,9980.0,9980.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
48,10157.0,0.0,No,236.0,0.0,No,54.0,0.0,No,52.0,1
49,430.0,0.0,No,17.0,0.0,No,1.0,0.0,No,1.0,1
50,10307.0,10307.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
51,10272.0,0.0,No,262.0,0.0,No,88.0,0.0,No,85.0,1
52,10258.0,0.0,No,225.0,0.0,No,36.0,0.0,No,33.0,1
53,10366.0,10366.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
54,10234.0,10234.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
55,10221.0,0.0,No,227.0,0.0,No,25.0,0.0,No,23.0,1
56,10259.0,0.0,No,266.0,0.0,No,63.0,0.0,No,61.0,1
57,10225.0,0.0,No,215.0,0.0,No,25.0,0.0,No,23.0,1
58,9950.0,9950.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
59,10236.0,10236.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
60,10204.0,0.0,No,220.0,164.0,No,56.0,0.0,No,56.0,1
61,10193.0,10193.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
62,10386.0,10386.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
63,10280.0,0.0,No,259.0,0.0,No,76.0,0.0,No,71.0,1
64,10252.0,0.0,No,241.0,0.0,No,48.0,0.0,No,44.0,1
65,10240.0,0.0,No,255.0,0.0,No,65.0,0.0,No,64.0,1
66,10202.0,0.0,No,212.0,0.0,No,20.0,0.0,No,19.0,1
67,10231.0,0.0,No,249.0,0.0,No,36.0,0.0,No,36.0,1
68,10118.0,0.0,No,223.0,0.0,No,28.0,0.0,No,26.0,1
69,10171.0,10171.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
